STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
OBS_151,,38.733,23.501,macroseismic,Stations_USGS,0.066501,0.8059,0.153733,1.0131,,,0.06806,1.0822,322.61,inferred,5,0.3,0.875,5.5907,1.4737,0.014796
OBS_99,,37.42,22.778,macroseismic,Stations_USGS,0.06641,0.8059,0.15346,1.0131,,,0.068118,1.0822,600,inferred,5,0.3,0.875,5.5907,1.4737,0.01481
OBS_114,,37.851,22.237,macroseismic,Stations_USGS,0.066392,0.8059,0.153408,1.0131,,,0.068129,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.014812
OBS_155,,38.395,23.902,macroseismic,Stations_USGS,0.066075,0.8059,0.152465,1.0131,,,0.068329,1.0822,322.95,inferred,5,0.3,0.875,5.5907,1.4737,0.014861
OBS_165,,37.68,22.317,macroseismic,Stations_USGS,0.066006,0.8059,0.152259,1.0131,,,0.068373,1.0822,628.5,inferred,5,0.3,0.875,5.5907,1.4737,0.014872
OBS_154,,38.43,23.899,macroseismic,Stations_USGS,0.065781,0.8059,0.151591,1.0131,,,0.068516,1.0822,434.15,inferred,5,0.3,0.875,5.5907,1.4737,0.014907
OBS_96,,37.382,23.17,macroseismic,Stations_USGS,0.06576,0.8059,0.15153,1.0131,,,0.068529,1.0822,208.35,inferred,5,0.3,0.875,5.5907,1.4737,0.01491
OBS_112,,37.717,22.269,macroseismic,Stations_USGS,0.065617,0.8059,0.151106,1.0131,,,0.068621,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.014932
OBS_153,,38.611,23.768,macroseismic,Stations_USGS,0.065564,0.8059,0.150947,1.0131,,,0.068655,1.0822,422.08,inferred,5,0.3,0.875,5.5907,1.4737,0.014941
OBS_147,,38.582,22.356,macroseismic,Stations_USGS,0.065366,0.8059,0.150362,1.0131,,,0.068782,1.0822,593.17,inferred,5,0.3,0.875,5.5907,1.4737,0.014972
OBS_116,,37.897,22.159,macroseismic,Stations_USGS,0.065053,0.8059,0.149434,1.0131,,,0.068985,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.015021
OBS_150,,38.82,23.437,macroseismic,Stations_USGS,0.064897,0.8059,0.148974,1.0131,,,0.069086,1.0822,524.9,inferred,5,0.3,0.875,5.5907,1.4737,0.015046
OBS_120,,38.083,22.121,macroseismic,Stations_USGS,0.064824,0.8059,0.148757,1.0131,,,0.069134,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.015058
OBS_100,,37.35,22.792,macroseismic,Stations_USGS,0.064668,0.8059,0.148296,1.0131,,,0.069236,1.0822,578.76,inferred,5,0.3,0.875,5.5907,1.4737,0.015082
OBS_161,,37.794,24.001,macroseismic,Stations_USGS,0.064366,0.8059,0.147405,1.0131,,,0.069435,1.0822,535.31,inferred,5,0.3,0.875,5.5907,1.4737,0.015131
OBS_103,,37.464,22.452,macroseismic,Stations_USGS,0.06424,0.8059,0.147035,1.0131,,,0.069518,1.0822,247.18,inferred,5,0.3,0.875,5.5907,1.4737,0.015151
OBS_101,,37.336,22.766,macroseismic,Stations_USGS,0.064197,0.8059,0.146907,1.0131,,,0.069547,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.015158
OBS_166,,37.666,22.204,macroseismic,Stations_USGS,0.063834,0.8059,0.14584,1.0131,,,0.069789,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.015217
OBS_115,,37.851,22.086,macroseismic,Stations_USGS,0.063414,0.8059,0.144604,1.0131,,,0.070072,1.0822,644.76,inferred,5,0.3,0.875,5.5907,1.4737,0.015287
OBS_117,,37.938,22.057,macroseismic,Stations_USGS,0.063268,0.8059,0.144175,1.0131,,,0.070171,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.015311
OBS_139,,38.936,23.088,macroseismic,Stations_USGS,0.063097,0.8059,0.143674,1.0131,,,0.070288,1.0822,419.62,inferred,5,0.3,0.875,5.5907,1.4737,0.015339
OBS_122,,38.168,22.019,macroseismic,Stations_USGS,0.06294,0.8059,0.143213,1.0131,,,0.070395,1.0822,563.31,inferred,5,0.3,0.875,5.5907,1.4737,0.015366
OBS_118,,37.949,22.034,macroseismic,Stations_USGS,0.062894,0.8059,0.143079,1.0131,,,0.070427,1.0822,900,inferred,5,0.3,0.875,5.5907,1.4737,0.015373
OBS_104,,37.551,22.24,macroseismic,Stations_USGS,0.062889,0.8059,0.143064,1.0131,,,0.07043,1.0822,478.98,inferred,5,0.3,0.875,5.5907,1.4737,0.015374
OBS_136,,38.829,22.475,macroseismic,Stations_USGS,0.06225,0.8059,0.141194,1.0131,,,0.070873,1.0822,230.31,inferred,5,0.3,0.875,5.5907,1.4737,0.015482
