# 20200322_M5.1_Zagreb median gmf, Stations:None, gmlt:USGS, Rupture:Heraketal2021
custom_site_id,lon,lat,AkkarEtAlRjb2014,CauzziEtAl2014,ZhaoEtAl2016Asc
t_1243,17.76633000000001,45.40489,0.0029381658,0.004585944,0.007502397
t_1244,17.945989999999995,45.40489,0.002128884,0.0034311288,0.0063854493
t_1245,17.85615999999999,45.40489,0.0027813509,0.004292764,0.0069171926
t_1246,17.945989999999995,45.46793,0.0022452823,0.0036002474,0.0065662954
t_1247,17.227339999999998,45.40489,0.003442256,0.0060895775,0.009414232
t_1248,17.40700000000001,45.40489,0.003101641,0.005317404,0.0078828735
t_1249,17.317170000000004,45.40489,0.0032784198,0.005702706,0.008608628
t_125,15.161220000000014,44.96168,0.0031103366,0.0052624643,0.010126929
t_1250,17.137509999999992,45.46793,0.005910956,0.009588921,0.014553227
t_1251,17.317170000000004,45.46793,0.0039287396,0.006623496,0.01203844
t_1252,17.40700000000001,45.46793,0.0039447094,0.006449894,0.010981496
t_1253,17.227339999999998,45.46793,0.00488911,0.008045226,0.013223143
t_1254,17.317170000000004,45.53089,0.0041197455,0.006956162,0.012552061
t_1255,17.227339999999998,45.53089,0.0056299465,0.009096516,0.011719866
t_1256,17.137509999999992,45.53089,0.0058176555,0.009614771,0.015313758
t_1257,17.676500000000004,45.40489,0.0034268075,0.005285611,0.0068967417
t_1258,17.586669999999998,45.40489,0.0034826135,0.005488595,0.008860133
t_1259,17.49683999999999,45.40489,0.0032651902,0.005371351,0.009648389
t_126,15.071380000000005,44.96168,0.0030290056,0.0050690575,0.009586803
t_1260,17.49683999999999,45.46793,0.0031720959,0.005324267,0.010036462
t_1261,17.586669999999998,45.46793,0.002965535,0.0049222773,0.009189706
t_1262,17.676500000000004,45.46793,0.002602107,0.00434493,0.0063149803
t_1263,17.586669999999998,45.53089,0.0025946423,0.004505385,0.0071113557
t_1264,17.49683999999999,45.53089,0.0032627739,0.0054991934,0.010394604
t_1265,17.586669999999998,45.59379,0.0029587133,0.005010434,0.0073121334
t_1266,17.49683999999999,45.59379,0.0037836041,0.0062019266,0.010713778
t_1267,17.76633000000001,45.46793,0.0021714743,0.0036988994,0.005801799
t_1268,17.85615999999999,45.46793,0.0024294017,0.0039154314,0.0071257707
t_1269,17.676500000000004,45.53089,0.0024976237,0.004255862,0.0065074274
t_127,14.981549999999999,44.96168,0.0023594373,0.0041357884,0.00678228
t_1270,17.85615999999999,45.53089,0.0027329475,0.004309492,0.00731455
t_1271,17.76633000000001,45.53089,0.00227039,0.0038569288,0.005966313
t_1272,17.945989999999995,45.53089,0.0029021953,0.0043974696,0.0056963246
t_1273,17.945989999999995,45.59379,0.0031249071,0.0046842075,0.0058170347
t_1274,17.76633000000001,45.59379,0.0027405084,0.004468343,0.008156733
t_1275,17.85615999999999,45.59379,0.0029937867,0.0046471125,0.0074799955
t_1276,17.76633000000001,45.65661,0.0029059267,0.0046969038,0.008318941
t_1277,17.40700000000001,45.53089,0.0034919851,0.0059619904,0.011408781
t_1278,17.40700000000001,45.59379,0.0034882508,0.0060221464,0.00883455
t_1279,17.137509999999992,45.59379,0.006551933,0.010688697,0.013556464
t_128,15.071380000000005,45.02521,0.0036397974,0.0059604724,0.010362299
t_1280,17.317170000000004,45.59379,0.0042876857,0.0072518843,0.013016271
t_1281,17.227339999999998,45.59379,0.005510642,0.009053773,0.014413212
t_1282,17.227339999999998,45.65661,0.005427752,0.009042793,0.014904981
t_1283,17.317170000000004,45.65661,0.0049721086,0.008185719,0.0134151885
t_1284,17.40700000000001,45.65661,0.004584843,0.00745556,0.012119211
t_1285,17.137509999999992,45.65661,0.0062736617,0.010446419,0.01662894
t_1286,17.40700000000001,45.71936,0.004995636,0.00801653,0.01237928
t_1287,17.676500000000004,45.59379,0.003263412,0.0052354336,0.008912613
t_1288,17.49683999999999,45.65661,0.0047189286,0.007404922,0.009298404
t_1289,17.586669999999998,45.65661,0.0036659655,0.005922651,0.009986616
t_129,14.981549999999999,45.02521,0.003944539,0.0062146108,0.0097452095
t_1290,17.676500000000004,45.65661,0.0034791073,0.0055305758,0.009103621
t_1291,17.586669999999998,45.71936,0.0037163878,0.0060175755,0.010165554
t_1292,17.49683999999999,45.71936,0.004521436,0.007200475,0.011199495
t_1293,17.676500000000004,45.71936,0.0036648528,0.0057825213,0.009254126
t_1294,17.40700000000001,45.78205,0.0042785816,0.007157715,0.01256271
t_1295,17.676500000000004,45.78205,0.0043481495,0.006639488,0.007923118
t_1296,17.49683999999999,45.78205,0.004660903,0.0074021663,0.0096080955
t_1297,17.85615999999999,45.65661,0.0036118405,0.005406716,0.0064490465
t_1298,17.945989999999995,45.65661,0.0033143652,0.004930789,0.00591804
t_1299,17.76633000000001,45.71936,0.0036098426,0.0055613774,0.0071498146
t_13,15.700209999999998,44.45092,0.001683965,0.0028527882,0.004613415
t_130,15.071380000000005,45.08866,0.0029927758,0.005285864,0.008389081
t_1300,17.945989999999995,45.71936,0.0031160654,0.0047148317,0.005997368
t_1301,17.85615999999999,45.71936,0.0038110206,0.005673596,0.007128909
t_1302,17.945989999999995,45.78205,0.0034938483,0.005177152,0.006053412
t_1303,17.85615999999999,45.78205,0.0038297677,0.005710485,0.0071998416
t_1304,17.76633000000001,45.78205,0.003698108,0.005684559,0.0072259353
t_1305,17.85615999999999,45.84466,0.0035381468,0.0053607165,0.006642823
t_1306,17.76633000000001,45.84466,0.0042674495,0.006406539,0.00792113
t_1307,17.227339999999998,45.71936,0.0054517477,0.009147917,0.015300165
t_1308,17.137509999999992,45.71936,0.0068046898,0.011223182,0.017126007
t_1309,17.317170000000004,45.71936,0.005298496,0.008656217,0.013733789
t_131,14.891719999999992,45.08866,0.0027897158,0.0048030945,0.0073415297
t_1310,17.227339999999998,45.78205,0.0062985974,0.010279981,0.015580403
t_1311,17.137509999999992,45.78205,0.0076743476,0.01244164,0.014796456
t_1312,17.317170000000004,45.78205,0.0051454,0.00850682,0.013958981
t_1313,17.317170000000004,45.84466,0.0053669615,0.0088089155,0.014080897
t_1314,17.137509999999992,45.84466,0.0077534094,0.012580855,0.014958003
t_1315,17.227339999999998,45.84466,0.006075159,0.010022275,0.015731677
t_1316,17.227339999999998,45.9072,0.0066375355,0.010751496,0.013328878
t_1317,17.586669999999998,45.78205,0.0047086547,0.0072652185,0.008711549
t_1318,17.49683999999999,45.84466,0.0051627327,0.008053714,0.009677991
t_1319,17.40700000000001,45.84466,0.005696108,0.0089678215,0.010718406
t_132,14.981549999999999,45.08866,0.00410025,0.006545947,0.0104835685
t_1320,17.586669999999998,45.84466,0.004920202,0.0075551798,0.008770103
t_1321,17.676500000000004,45.84466,0.0043880744,0.0067007146,0.007972668
t_1322,17.586669999999998,45.9072,0.005003971,0.0076711476,0.009567346
t_1323,17.40700000000001,45.9072,0.006188656,0.00967293,0.011692278
t_1324,17.49683999999999,45.9072,0.0055405246,0.008573121,0.010557547
t_1325,17.676500000000004,45.9072,0.004187495,0.006450635,0.007980741
t_1326,17.586669999999998,45.96967,0.0043016635,0.0067612524,0.008737586
t_1327,17.945989999999995,45.84466,0.0033541638,0.0050155246,0.0060850033
t_1328,17.76633000000001,45.9072,0.0039307647,0.0059783864,0.0072757467
t_1329,17.137509999999992,45.9072,0.00619834,0.010549236,0.01768736
t_133,15.520540000000011,44.96168,0.0034105428,0.0059833126,0.00911314
t_1330,17.317170000000004,45.9072,0.006087507,0.009733233,0.011930397
t_1331,17.137509999999992,45.96967,0.007217876,0.011836381,0.014837574
t_1332,17.317170000000004,45.96967,0.00620203,0.009868942,0.011849541
t_1333,17.227339999999998,45.96967,0.0072890366,0.0116353035,0.013225428
t_1334,17.227339999999998,46.03207,0.0066392333,0.010687782,0.013012012
t_1335,17.317170000000004,46.03207,0.0059226817,0.009464613,0.011680636
t_1336,17.137509999999992,46.03207,0.0076336465,0.012342809,0.014564033
t_1337,17.137509999999992,46.0944,0.006590696,0.010876794,0.016741427
t_1338,17.317170000000004,46.0944,0.006172505,0.009749818,0.011431583
t_1339,17.49683999999999,45.96967,0.004529093,0.007245447,0.011384043
t_134,15.610369999999989,44.96168,0.0035751695,0.0062653692,0.009426239
t_1340,17.40700000000001,45.96967,0.0061527477,0.00961088,0.0116225695
t_1341,17.40700000000001,46.03207,0.005688119,0.008920619,0.01052939
t_1342,17.227339999999998,46.0944,0.0062071616,0.010054354,0.01269994
t_1343,17.227339999999998,46.15666,0.0061319293,0.009885784,0.012321317
t_1344,17.137509999999992,46.15666,0.006593364,0.010803039,0.016197592
t_1345,17.137509999999992,46.21885,0.00640828,0.01046222,0.013174659
t_1346,15.655290000000008,45.84466,0.033345114,0.05328902,0.07198699
t_1347,15.610369999999989,45.84466,0.027373658,0.045179076,0.06208172
t_1348,15.610369999999989,45.87594,0.026285829,0.043835115,0.04698576
t_1349,15.655290000000008,45.87594,0.03391289,0.054037508,0.073086485
t_135,15.700209999999998,44.96168,0.005282615,0.008483512,0.010949486
t_1350,15.520540000000011,45.87594,0.023412917,0.038918998,0.050151236
t_1351,15.565460000000002,45.87594,0.027142728,0.044476684,0.055863287
t_1352,15.655290000000008,45.9072,0.039097134,0.061174586,0.07258023
t_1353,15.565460000000002,45.9072,0.03152128,0.05299464,0.04711434
t_1354,15.610369999999989,45.9072,0.03326575,0.053335264,0.062413476
t_1355,15.520540000000011,45.9072,0.027829997,0.04787856,0.0461075
t_1356,14.891719999999992,45.9072,0.005445408,0.009527082,0.017176893
t_1357,14.981549999999999,45.9072,0.006276208,0.011021625,0.019395642
t_1358,14.981549999999999,45.96967,0.0071288026,0.012100107,0.019215733
t_1359,14.891719999999992,45.96967,0.005563214,0.009655428,0.017040363
t_136,15.700209999999998,45.02521,0.0053799604,0.0088820215,0.014377134
t_1360,15.071380000000005,45.96967,0.0077855815,0.01345585,0.021818988
t_1361,15.161220000000014,45.96967,0.010643906,0.017864482,0.021142675
t_1362,15.161220000000014,46.03207,0.008343234,0.014654192,0.024294924
t_1363,14.891719999999992,46.03207,0.005823293,0.0099367,0.016747879
t_1364,15.071380000000005,46.03207,0.0071649873,0.01254557,0.021315143
t_1365,14.981549999999999,46.03207,0.0062096175,0.01083085,0.018835489
t_1366,15.520540000000011,45.93844,0.021174803,0.035783045,0.04936817
t_1367,15.655290000000008,45.93844,0.041394114,0.06694282,0.0597045
t_1368,15.610369999999989,45.93844,0.03413275,0.055162907,0.051881574
t_1369,15.565460000000002,45.93844,0.027675811,0.045261793,0.054832
t_137,15.520540000000011,45.02521,0.0041758264,0.0071830666,0.013428108
t_1370,15.655290000000008,45.96967,0.035591517,0.05641381,0.0672498
t_1371,15.610369999999989,45.96967,0.02762227,0.045311116,0.059450757
t_1372,15.565460000000002,45.96967,0.024188854,0.04024994,0.05343629
t_1373,15.520540000000011,45.96967,0.022201858,0.03707442,0.048293788
t_1374,15.565460000000002,46.00088,0.024378853,0.040374205,0.051585037
t_1375,15.655290000000008,46.00088,0.030363107,0.049159683,0.06333396
t_1376,15.520540000000011,46.00088,0.021009581,0.035280094,0.046850663
t_1377,15.610369999999989,46.00088,0.021260034,0.036803134,0.0427503
t_1378,15.610369999999989,46.03207,0.0197873,0.034558754,0.040656164
t_1379,15.655290000000008,46.03207,0.030465549,0.04927496,0.059720997
t_138,15.610369999999989,45.02521,0.004568981,0.007775716,0.013940218
t_1380,15.520540000000011,46.03207,0.018924942,0.032238342,0.045123693
t_1381,15.565460000000002,46.03207,0.021842504,0.036685456,0.04940223
t_1382,15.610369999999989,46.06325,0.02342472,0.039020196,0.05124526
t_1383,15.655290000000008,46.06325,0.026213365,0.04318709,0.05592856
t_1384,15.565460000000002,46.06325,0.02065941,0.034816217,0.047008757
t_1385,15.520540000000011,46.06325,0.016781753,0.0291058,0.043199193
t_1386,15.251049999999992,45.96967,0.01088886,0.018874308,0.0288711
t_1387,15.340879999999999,45.96967,0.013326229,0.02299101,0.033760954
t_1388,15.430710000000005,45.96967,0.02013522,0.033753302,0.03388872
t_1389,15.340879999999999,46.03207,0.011069615,0.019736918,0.03239694
t_139,15.520540000000011,45.08866,0.0055454704,0.009184012,0.014863909
t_1390,15.251049999999992,46.03207,0.00917331,0.016415125,0.020920148
t_1391,15.430710000000005,46.03207,0.014155739,0.024801238,0.038003307
t_1392,15.430710000000005,46.0944,0.013787239,0.023871653,0.03533479
t_1393,15.251049999999992,46.0944,0.007336349,0.013698337,0.01992901
t_1394,15.340879999999999,46.0944,0.0102346,0.01829768,0.02288651
t_1395,15.340879999999999,46.15666,0.010397624,0.018136201,0.028409746
t_1396,15.565460000000002,46.0944,0.017183384,0.02983155,0.04451269
t_1397,15.610369999999989,46.0944,0.019953048,0.034008846,0.048176184
t_1398,15.520540000000011,46.0944,0.014792704,0.026149515,0.030841878
t_1399,15.655290000000008,46.0944,0.026225949,0.04312097,0.052141245
t_14,15.610369999999989,44.45092,0.0028214513,0.0041773566,0.0051375236
t_140,15.610369999999989,45.08866,0.005504642,0.009252404,0.015497831
t_1400,15.610369999999989,46.12554,0.022194227,0.03692981,0.03820973
t_1401,15.520540000000011,46.12554,0.016412519,0.028000832,0.039068043
t_1402,15.565460000000002,46.12554,0.016455434,0.028492415,0.041997638
t_1403,15.655290000000008,46.12554,0.020553134,0.034846026,0.048479214
t_1404,15.655290000000008,46.15666,0.018308021,0.031398304,0.04501686
t_1405,15.610369999999989,46.15666,0.017159905,0.029466221,0.042215623
t_1406,15.071380000000005,46.0944,0.006803051,0.011934521,0.020589149
t_1407,14.981549999999999,46.0944,0.0054480443,0.009727952,0.013696228
t_1408,15.161220000000014,46.0944,0.008264137,0.014369493,0.023325957
t_1409,14.891719999999992,46.0944,0.0045844037,0.008241156,0.012224608
t_141,15.700209999999998,45.08866,0.006616224,0.010777762,0.013580812
t_1410,15.071380000000005,46.15666,0.0073860735,0.012527174,0.019692136
t_1411,14.981549999999999,46.15666,0.0052798516,0.00938288,0.013175328
t_1412,14.891719999999992,46.15666,0.0046856743,0.008281271,0.011814979
t_1413,15.161220000000014,46.15666,0.0076026055,0.013277385,0.022149678
t_1414,14.981549999999999,46.21885,0.0049955514,0.008867141,0.012577135
t_1415,14.891719999999992,46.21885,0.0050922316,0.008692695,0.015133956
t_1416,15.565460000000002,46.15666,0.013648256,0.024366032,0.029619165
t_1417,15.520540000000011,46.15666,0.012921757,0.022986148,0.027711244
t_1418,15.655290000000008,46.18777,0.017048268,0.029254703,0.04179
t_1419,15.565460000000002,46.18777,0.017813351,0.029860355,0.031440634
t_142,15.610369999999989,45.15205,0.005971916,0.010185191,0.017293904
t_1420,15.520540000000011,46.18777,0.01268395,0.022329615,0.03493986
t_1421,15.610369999999989,46.18777,0.016709736,0.028459609,0.039438274
t_1422,15.520540000000011,46.21885,0.012516386,0.021770295,0.032969963
t_1423,15.655290000000008,46.21885,0.015986735,0.027384542,0.03881307
t_1424,15.610369999999989,46.21885,0.014975832,0.02571395,0.03683481
t_1425,15.565460000000002,46.21885,0.015486364,0.02614438,0.034877077
t_1426,15.430710000000005,46.15666,0.013332445,0.022771763,0.03237455
t_1427,15.251049999999992,46.15666,0.007976138,0.01429843,0.018752545
t_1428,15.430710000000005,46.21885,0.012803828,0.021580331,0.029386042
t_1429,15.340879999999999,46.21885,0.010647294,0.018068494,0.026168507
t_143,15.161220000000014,45.08866,0.0031468477,0.0056025404,0.008941176
t_1430,15.251049999999992,46.21885,0.008966428,0.0152981635,0.02332954
t_1431,15.430710000000005,46.28097,0.009672785,0.016830333,0.026534801
t_1432,15.251049999999992,46.28097,0.009298194,0.015439727,0.018281238
t_1433,15.340879999999999,46.28097,0.008747211,0.015124347,0.023950666
t_1434,15.340879999999999,46.34302,0.0058264323,0.010842067,0.016361637
t_1435,15.430710000000005,46.34302,0.009261855,0.01579808,0.02390602
t_1436,15.161220000000014,46.21885,0.007009213,0.012253228,0.020845423
t_1437,15.071380000000005,46.21885,0.0053230333,0.009629811,0.013993935
t_1438,15.071380000000005,46.28097,0.0066795526,0.011204498,0.017597023
t_1439,14.981549999999999,46.28097,0.004727367,0.008362583,0.011928797
t_144,14.891719999999992,45.15205,0.0027085291,0.0048047025,0.007854008
t_1440,14.891719999999992,46.28097,0.0049619484,0.008394835,0.014435075
t_1441,15.161220000000014,46.28097,0.0063954904,0.01119426,0.01948264
t_1442,14.981549999999999,46.34302,0.0049756337,0.008522324,0.015021778
t_1443,14.891719999999992,46.34302,0.003517456,0.00638838,0.010262389
t_1444,15.071380000000005,46.34302,0.0054500806,0.009406846,0.016491152
t_1445,14.981549999999999,46.405,0.0041099074,0.0072401776,0.010573802
t_1446,16.194279999999992,46.15666,0.026236862,0.04354747,0.06013998
t_1447,16.104449999999986,46.18777,0.020769002,0.03615817,0.04265945
t_1448,16.194279999999992,46.18777,0.023324398,0.03916375,0.054122366
t_1449,16.14936,46.18777,0.019245861,0.03404932,0.04182024
t_145,15.071380000000005,45.15205,0.004194846,0.0069664475,0.012092742
t_1450,16.239190000000008,46.18777,0.021147313,0.036062937,0.05201505
t_1451,16.14936,46.21885,0.022459539,0.03760931,0.05025459
t_1452,16.239190000000008,46.21885,0.021595942,0.03613923,0.047311075
t_1453,16.104449999999986,46.21885,0.021469988,0.03637963,0.051109646
t_1454,16.194279999999992,46.21885,0.024651587,0.040762905,0.041440696
t_1455,16.239190000000008,46.28097,0.020419957,0.034464348,0.03350826
t_1456,16.059529999999995,46.15666,0.029463347,0.048041612,0.064568885
t_1457,16.014620000000008,46.18777,0.022673653,0.038645294,0.042839482
t_1458,15.969699999999989,46.18777,0.027334495,0.044759274,0.05625745
t_1459,15.924779999999998,46.18777,0.020355139,0.035358716,0.04104206
t_146,14.981549999999999,45.15205,0.0042528515,0.0068827625,0.011266552
t_1460,16.059529999999995,46.18777,0.02398048,0.04036204,0.05738488
t_1461,15.969699999999989,46.21885,0.021145111,0.035890352,0.050605744
t_1462,15.924779999999998,46.21885,0.022312762,0.037331954,0.049455445
t_1463,16.014620000000008,46.21885,0.026747432,0.044083558,0.043414287
t_1464,16.059529999999995,46.21885,0.024048664,0.039901234,0.05146446
t_1465,15.969699999999989,46.28097,0.015513449,0.027187457,0.0416655
t_1466,15.790040000000005,46.18777,0.021349883,0.03593292,0.04861348
t_1467,15.879870000000011,46.18777,0.020572823,0.03540612,0.039562512
t_1468,15.745119999999986,46.18777,0.019796709,0.033581648,0.046453394
t_1469,15.834949999999992,46.18777,0.018892659,0.032932036,0.037952885
t_147,15.161220000000014,45.15205,0.0043977583,0.0073796515,0.012955794
t_1470,15.834949999999992,46.21885,0.019342432,0.03292969,0.04612549
t_1471,15.745119999999986,46.21885,0.022169502,0.037267577,0.036098108
t_1472,15.790040000000005,46.21885,0.018248305,0.031231433,0.044386502
t_1473,15.700209999999998,46.21885,0.016503865,0.028373484,0.040768977
t_1474,15.879870000000011,46.21885,0.021337856,0.03584208,0.047919452
t_1475,15.790040000000005,46.28097,0.014814131,0.025598431,0.03748427
t_1476,15.879870000000011,46.28097,0.015950227,0.02751129,0.0399779
t_1477,16.059529999999995,46.28097,0.016277758,0.028284594,0.04219236
t_1478,16.059529999999995,46.34302,0.015643435,0.026422732,0.035316676
t_1479,15.969699999999989,46.34302,0.01505355,0.025542604,0.03497321
t_148,15.071380000000005,45.21537,0.004341064,0.0073247445,0.013045945
t_1480,15.879870000000011,46.34302,0.012839873,0.022354381,0.033855855
t_1481,15.969699999999989,46.405,0.01447464,0.024259688,0.025236895
t_1482,16.059529999999995,46.405,0.0151270265,0.025577864,0.027716989
t_1483,15.879870000000011,46.405,0.013786139,0.023060227,0.024583267
t_1484,15.879870000000011,46.46691,0.010910328,0.018272616,0.021319684
t_1485,16.059529999999995,46.46691,0.009997983,0.017147576,0.025906546
t_1486,15.700209999999998,46.28097,0.0129448,0.022679493,0.034947716
t_1487,15.700209999999998,46.34302,0.011672842,0.020158818,0.030197585
t_1488,15.790040000000005,46.34302,0.011751969,0.0206033,0.03213044
t_1489,15.790040000000005,46.405,0.012923929,0.021592619,0.023553023
t_149,14.891719999999992,45.21537,0.004280361,0.0069029224,0.011195053
t_1490,15.700209999999998,46.405,0.012411235,0.020683033,0.022283781
t_1491,15.790040000000005,46.46691,0.010743822,0.017907139,0.020570993
t_1492,15.700209999999998,46.46691,0.010821516,0.017910866,0.019607572
t_1493,15.700209999999998,46.52875,0.0077843666,0.013207977,0.020524673
t_1494,15.790040000000005,46.52875,0.0076035447,0.013135007,0.021386452
t_1495,15.700209999999998,46.59052,0.007163625,0.011966153,0.018281948
t_1496,16.14936,46.28097,0.018416112,0.031080857,0.0414483
t_1497,16.14936,46.34302,0.013375922,0.023236139,0.034830876
t_1498,16.239190000000008,46.34302,0.01673375,0.02816934,0.028435232
t_1499,16.239190000000008,46.405,0.011912027,0.020252315,0.028859401
t_15,15.520540000000011,44.45092,0.0027801837,0.004109063,0.0050459104
t_150,15.161220000000014,45.21537,0.0049233274,0.008245929,0.01405747
t_1500,16.14936,46.405,0.011589737,0.019962696,0.029717091
t_1501,16.14936,46.46691,0.010150674,0.017309058,0.025670102
t_1502,16.239190000000008,46.46691,0.009951215,0.016930053,0.025054738
t_1503,16.14936,46.52875,0.00884176,0.014959687,0.022402372
t_1504,16.239190000000008,46.52875,0.009608892,0.015933756,0.018578237
t_1505,16.14936,46.59052,0.008496409,0.014015522,0.01669121
t_1506,15.969699999999989,46.46691,0.01046578,0.017746981,0.025739675
t_1507,15.969699999999989,46.52875,0.009302105,0.015588817,0.022453474
t_1508,15.879870000000011,46.52875,0.008274343,0.01414145,0.022045866
t_1509,16.059529999999995,46.52875,0.00832674,0.0143106915,0.022575809
t_151,14.981549999999999,45.21537,0.0036774124,0.006314499,0.009058014
t_1510,16.059529999999995,46.59052,0.008288515,0.013752328,0.016801711
t_1511,15.969699999999989,46.59052,0.007366925,0.012514554,0.019757133
t_1512,15.879870000000011,46.59052,0.008125838,0.0134610385,0.016463097
t_1513,15.879870000000011,46.65222,0.0064071272,0.01078992,0.0172744
t_1514,15.969699999999989,46.65222,0.007013261,0.011622548,0.017512036
t_1515,16.059529999999995,46.65222,0.0075664315,0.012374553,0.014883348
t_1516,15.790040000000005,46.59052,0.006817903,0.011643976,0.018946616
t_1517,15.790040000000005,46.65222,0.0064465897,0.010765281,0.01688409
t_1518,15.700209999999998,46.65222,0.0062417677,0.010400293,0.016362924
t_1519,16.239190000000008,46.59052,0.008903292,0.014559386,0.016400242
t_152,14.891719999999992,45.27861,0.004625271,0.007468959,0.011927457
t_1520,16.239190000000008,46.65222,0.007765623,0.012597444,0.014573634
t_1521,16.14936,46.65222,0.007952427,0.0129062915,0.014798343
t_1522,16.239190000000008,46.71384,0.0056244773,0.009420546,0.0153874
t_1523,16.14936,46.71384,0.0060663656,0.01002603,0.015596084
t_1524,16.239190000000008,46.7754,0.0049406975,0.008250842,0.013820729
t_1525,16.14936,46.7754,0.005116614,0.00850508,0.0139873
t_1526,16.239190000000008,46.83689,0.0047035627,0.007692113,0.012467889
t_1527,16.059529999999995,46.71384,0.0066544334,0.010807387,0.013268276
t_1528,16.32902999999999,46.28097,0.019140461,0.03255979,0.034077335
t_1529,16.32902999999999,46.34302,0.015628478,0.026255246,0.026903449
t_153,15.700209999999998,45.15205,0.0061575924,0.010552152,0.01798571
t_1530,16.418859999999995,46.34302,0.014454807,0.02423858,0.025072062
t_1531,16.32902999999999,46.405,0.012058393,0.020259356,0.023342941
t_1532,16.418859999999995,46.405,0.010786408,0.018229457,0.02600065
t_1533,16.418859999999995,46.46691,0.009027291,0.015307628,0.022946237
t_1534,16.32902999999999,46.46691,0.00877872,0.015197454,0.024119934
t_1535,16.418859999999995,46.52875,0.008873369,0.014646239,0.017232483
t_1536,16.32902999999999,46.52875,0.008655269,0.014498449,0.021249406
t_1537,16.418859999999995,46.59052,0.007775402,0.0127578275,0.015365502
t_1538,16.778179999999992,46.405,0.008607944,0.01406817,0.016071353
t_1539,16.598520000000008,46.46691,0.00926766,0.015206348,0.01710972
t_154,15.520540000000011,45.15205,0.005265002,0.0091295475,0.016500529
t_1540,16.50869,46.46691,0.009878788,0.016290965,0.018299242
t_1541,16.50869,46.52875,0.008071622,0.013366478,0.016362842
t_1542,16.50869,46.59052,0.0067919064,0.011301791,0.017346265
t_1543,16.32902999999999,46.59052,0.008957895,0.014607889,0.017380657
t_1544,16.32902999999999,46.65222,0.0073782313,0.011985232,0.014222462
t_1545,16.418859999999995,46.65222,0.0065960656,0.010839217,0.016260725
t_1546,16.418859999999995,46.71384,0.006417575,0.0103050945,0.012382226
t_1547,16.32902999999999,46.71384,0.0053087766,0.008955042,0.015059403
t_1548,16.32902999999999,46.7754,0.00605356,0.0096307155,0.011476256
t_1549,16.32902999999999,46.83689,0.004250781,0.007085953,0.012254325
t_155,15.520540000000011,45.21537,0.0076658535,0.012579744,0.015550513
t_156,15.610369999999989,45.21537,0.0075754127,0.0126432255,0.019375669
t_157,15.700209999999998,45.21537,0.0072780736,0.012422496,0.020264752
t_158,15.520540000000011,45.27861,0.007799041,0.013144771,0.020512117
t_159,15.610369999999989,45.27861,0.0077609234,0.01333223,0.021800095
t_16,15.610369999999989,44.51501,0.0027301528,0.004174205,0.006602754
t_160,15.700209999999998,45.34179,0.009848967,0.016849933,0.026178148
t_161,15.610369999999989,45.34179,0.009912731,0.016665481,0.024635585
t_162,15.520540000000011,45.34179,0.0075845136,0.013310236,0.022963395
t_163,15.251049999999992,45.15205,0.004227489,0.007322147,0.0103731295
t_164,15.430710000000005,45.15205,0.004899339,0.008503748,0.01564114
t_165,15.340879999999999,45.15205,0.0061894567,0.009984361,0.012483302
t_166,15.251049999999992,45.21537,0.0046100686,0.008037001,0.011324443
t_167,15.340879999999999,45.21537,0.005437498,0.009297996,0.016203847
t_168,15.430710000000005,45.21537,0.00686273,0.011330998,0.017299881
t_169,15.251049999999992,45.27861,0.005900414,0.00994436,0.016495079
t_17,15.340879999999999,44.45092,0.0015790586,0.0026558284,0.0042655882
t_170,15.430710000000005,45.27861,0.006023815,0.010590903,0.019165201
t_171,15.340879999999999,45.27861,0.007383257,0.012105839,0.015078395
t_172,15.340879999999999,45.34179,0.006844319,0.01173395,0.019580103
t_173,15.161220000000014,45.27861,0.0042193965,0.007545754,0.011415038
t_174,14.981549999999999,45.27861,0.003335554,0.0060092798,0.009700524
t_175,15.071380000000005,45.27861,0.004430285,0.007618633,0.014051292
t_176,14.981549999999999,45.34179,0.0043742787,0.0075075626,0.013828895
t_177,14.891719999999992,45.34179,0.0040412094,0.006878166,0.012670667
t_178,15.161220000000014,45.34179,0.006083265,0.010175684,0.016483672
t_179,15.071380000000005,45.34179,0.004800714,0.008280259,0.015098737
t_18,15.251049999999992,44.45092,0.0015471401,0.0025942454,0.0041495864
t_180,15.161220000000014,45.40489,0.0047784843,0.008705731,0.013323296
t_181,15.071380000000005,45.40489,0.0051599676,0.008934922,0.016171347
t_182,14.891719999999992,45.40489,0.004041326,0.0070074387,0.010047509
t_183,16.32902999999999,45.02521,0.0052085742,0.008648211,0.014284203
t_184,16.32902999999999,45.08866,0.0060920804,0.01008114,0.01592742
t_185,16.418859999999995,45.15205,0.005537456,0.009592991,0.017118983
t_186,16.598520000000008,45.21537,0.005756318,0.009902521,0.017266776
t_187,16.86802,45.27861,0.0071375715,0.011388427,0.013059578
t_188,16.32902999999999,45.15205,0.005734927,0.009978058,0.017837377
t_189,16.50869,45.21537,0.007407664,0.012215971,0.018246101
t_19,15.340879999999999,44.51501,0.003251716,0.004706488,0.005690678
t_190,16.32902999999999,45.21537,0.00680287,0.011770268,0.020073067
t_191,16.418859999999995,45.21537,0.0066924677,0.011460033,0.019161068
t_192,16.418859999999995,45.27861,0.007308101,0.012700604,0.021573478
t_193,16.32902999999999,45.27861,0.008293626,0.0141923,0.02270902
