# 20120905_M7.6_Nicoya median gmf, Stations:Seismic, gmlt:USGS, Rupture:SCARDEC
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
s_37,-83.941,9.897,0.054,0.054,0.054,0.054
s_38,-84.036,9.869,0.0537,0.0537,0.0537,0.0537
s_39,-84.184,9.934,0.0532,0.0532,0.0532,0.0532
s_4,-84.485,10.087,0.263,0.263,0.263,0.263
s_40,-84.139,10.391,0.0518,0.0518,0.0518,0.0518
s_41,-83.927,9.864,0.0468,0.0468,0.0468,0.0468
s_42,-84.122,9.999,0.0462,0.0462,0.0462,0.0462
s_43,-83.894,9.821,0.0458,0.0458,0.0458,0.0458
s_44,-84.137,9.443,0.0442,0.0442,0.0442,0.0442
s_45,-83.687,9.903,0.0442,0.0442,0.0442,0.0442
s_46,-84.265,10.03,0.0441,0.0441,0.0441,0.0441
s_47,-84.16,9.428,0.0429,0.0429,0.0429,0.0429
s_48,-83.346,10.085,0.0413,0.0413,0.0413,0.0413
s_49,-82.856,9.623,0.0397,0.0397,0.0397,0.0397
s_5,-85.453,10.145,0.241,0.241,0.241,0.241
s_50,-83.9,9.867,0.037,0.037,0.037,0.037
s_51,-83.673,9.902,0.037,0.037,0.037,0.037
s_52,-83.336,9.172,0.0362,0.0362,0.0362,0.0362
s_53,-83.804,9.841,0.033,0.033,0.033,0.033
s_54,-83.972,9.649,0.0317,0.0317,0.0317,0.0317
s_55,-83.735,10.361,0.0298,0.0298,0.0298,0.0298
s_56,-83.703,9.372,0.0275,0.0275,0.0275,0.0275
s_57,-83.825,10.205,0.0272,0.0272,0.0272,0.0272
s_58,-83.076,10.005,0.0268,0.0268,0.0268,0.0268
s_59,-83.705,9.37,0.0266,0.0266,0.0266,0.0266
s_6,-84.717,9.911,0.221,0.221,0.221,0.221
s_60,-83.174,9.017,0.0259,0.0259,0.0259,0.0259
s_61,-83.089,9.986,0.0252,0.0252,0.0252,0.0252
s_62,-83.027,9.999,0.0251,0.0251,0.0251,0.0251
s_63,-83.532,8.979,0.0226,0.0226,0.0226,0.0226
s_64,-82.957,8.432,0.0208,0.0208,0.0208,0.0208
s_65,-83.305,8.53,0.0202,0.0202,0.0202,0.0202
s_66,-83.505,10.096,0.0182,0.0182,0.0182,0.0182
s_67,-82.967,8.822,0.0176,0.0176,0.0176,0.0176
s_68,-82.938,8.632,0.0154,0.0154,0.0154,0.0154
s_69,-82.942,8.648,0.0132,0.0132,0.0132,0.0132
s_7,-84.81,9.981,0.212,0.212,0.212,0.212
s_70,-83.171,8.644,0.00484,0.00484,0.00484,0.00484
s_71,-84.069,9.915,0.051,0.051,0.051,0.051
s_72,-85.5898,10.2856,0.57392,0.57392,0.57392,0.57392
s_73,-85.6481,9.9788,0.47761,0.47761,0.47761,0.47761
s_77,-84.1931,10.1373,0.28956,0.28956,0.28956,0.28956
s_78,-85.4527,10.145,0.24431,0.24431,0.24431,0.24431
s_79,-84.7166,9.91057,0.22321,0.22321,0.22321,0.22321
s_8,-84.963,10.281,0.206,0.206,0.206,0.206
s_82,-84.313,10.072,0.16934,0.16934,0.16934,0.16934
s_85,-84.6228,9.6094,0.16111,0.16111,0.16111,0.16111
s_86,-85.0912,10.4279,0.14343,0.14343,0.14343,0.14343
s_87,-84.213,10.013,0.14036,0.14036,0.14036,0.14036
s_88,-84.2658,10.0072,0.1247,0.1247,0.1247,0.1247
s_89,-84.0133,10.4498,0.12268,0.12268,0.12268,0.12268
s_9,-84.433,10.057,0.19,0.19,0.19,0.19
s_90,-83.9763,9.9359,0.12009,0.12009,0.12009,0.12009
s_91,-84.2415,9.91507,0.11933,0.11933,0.11933,0.11933
s_92,-84.5222,9.91211,0.11903,0.11903,0.11903,0.11903
s_93,-85.6322,11.0727,0.11206,0.11206,0.11206,0.11206
t_0,-85.13534,9.5982,0.12131592,0.17143941,0.1470721,0.15686853
t_1,-83.83278,9.24372,0.019541634,0.02071866,0.023795122,0.02573986
t_10,-83.96753,9.33237,0.03635161,0.041336976,0.036668945,0.047357693
t_100,-84.37177,9.5982,0.06319213,0.073188156,0.07474322,0.077561244
t_1000,-83.47345,9.81956,0.017921383,0.019100947,0.021365942,0.024026958
t_1001,-83.42854,9.81956,0.018050665,0.019561132,0.021164667,0.024757864
t_1002,-83.51837,9.81956,0.01766889,0.018390115,0.021533426,0.022974724
t_1003,-83.42854,9.86382,0.021630391,0.024116555,0.023754586,0.029223084
t_1004,-83.51837,9.86382,0.02213391,0.02402665,0.024723602,0.028451215
t_1005,-83.47345,9.86382,0.020191085,0.021878488,0.023041116,0.026553247
t_1006,-83.47345,9.90806,0.02200425,0.023965415,0.02423633,0.028127773
t_1007,-83.42854,9.90806,0.016745787,0.017198855,0.020409998,0.021242525
t_1008,-82.93446,9.5982,0.02407396,0.025896918,0.024820568,0.03058669
t_1009,-82.97938,9.5982,0.017002033,0.017755115,0.019175379,0.022785915
t_101,-84.28194,9.5982,0.061036482,0.07008865,0.0670356,0.07360592
t_1010,-82.88955,9.64248,0.023740742,0.023013195,0.026503513,0.026378034
t_1011,-82.97938,9.64248,0.017234327,0.017909361,0.019465199,0.022846418
t_1012,-82.93446,9.64248,0.02084651,0.021411616,0.02290382,0.025859583
t_1013,-82.93446,9.68676,0.02117558,0.022524646,0.022538422,0.02730554
t_1014,-82.88955,9.68676,0.02193947,0.02261207,0.023693988,0.026814017
t_1015,-82.97938,9.68676,0.01955261,0.021235162,0.020860072,0.026508864
t_1016,-82.93446,9.73103,0.016574359,0.01717453,0.018686945,0.021871846
t_1017,-82.88955,9.73103,0.020311164,0.021919036,0.021314496,0.02679719
t_1018,-82.66497,9.64248,0.009996397,0.010532643,0.011579805,0.0150662325
t_1019,-82.84463,9.68676,0.022982484,0.023956541,0.024269162,0.02802511
t_102,-84.32685,9.5982,0.060241196,0.069613226,0.06988175,0.0736995
t_1020,-82.79972,9.68676,0.021092592,0.022703342,0.021804499,0.027293919
t_1021,-82.7548,9.68676,0.01381187,0.014279751,0.015684953,0.018816752
t_1022,-82.7548,9.73103,0.012641359,0.013196689,0.014443254,0.017841054
t_1023,-82.79972,9.73103,0.014588504,0.015082015,0.016529176,0.019662624
t_1024,-82.84463,9.73103,0.019831592,0.021453854,0.020727538,0.026332414
t_1025,-82.79972,9.7753,0.013021082,0.013650834,0.014838448,0.0183622
t_1026,-82.84463,9.7753,0.014247169,0.014886645,0.016134819,0.019581815
t_1027,-82.97938,9.73103,0.018150395,0.019685008,0.01958379,0.02487607
t_1028,-82.88955,9.7753,0.023750946,0.026106479,0.02233682,0.03290112
t_1029,-82.93446,9.7753,0.01594852,0.01688213,0.017742919,0.0216851
t_103,-84.28194,9.64248,0.0569148,0.06467989,0.066793896,0.068573564
t_1030,-82.97938,9.7753,0.018195711,0.01998779,0.019306809,0.025148444
t_1031,-82.88955,9.81956,0.0140922405,0.01487464,0.015878623,0.019562667
t_1032,-82.97938,9.81956,0.01938113,0.021626867,0.019859765,0.026665358
t_1033,-82.93446,9.81956,0.017136484,0.018777527,0.018209562,0.023741283
t_1034,-82.88955,9.86382,0.013622935,0.014445519,0.015305171,0.01903917
t_1035,-82.97938,9.86382,0.02257386,0.025501449,0.021674005,0.03036189
t_1036,-82.93446,9.86382,0.014804833,0.015661664,0.016452987,0.020079024
t_1037,-82.84463,9.81956,0.013120839,0.013859416,0.014889704,0.01859272
t_1038,-83.0243,9.5982,0.015818689,0.016904823,0.017886266,0.022298766
t_1039,-83.11413,9.5982,0.01390394,0.014959829,0.016242055,0.020508368
t_104,-84.32685,9.64248,0.06074084,0.06980795,0.072174825,0.07392646
t_1040,-83.0243,9.64248,0.016340705,0.017483134,0.018362392,0.022842756
t_1041,-83.06921,9.64248,0.015256799,0.016462361,0.017372886,0.021980688
t_1042,-83.11413,9.64248,0.0129183205,0.013541902,0.015599147,0.018720096
t_1043,-83.06921,9.68676,0.012944507,0.013306023,0.015702745,0.018171309
t_1044,-83.0243,9.68676,0.017131094,0.01857813,0.018871855,0.023996808
t_1045,-83.11413,9.68676,0.014663366,0.015803276,0.016947743,0.02126276
t_1046,-83.0243,9.73103,0.021439908,0.024406273,0.021462256,0.03029173
t_1047,-83.11413,9.73103,0.014921068,0.016030358,0.01718464,0.021323336
t_1048,-83.24887,9.5982,0.015889334,0.017916854,0.01804086,0.024204455
t_1049,-83.20396,9.5982,0.014562291,0.0160575,0.016906215,0.021983922
t_105,-84.37177,9.64248,0.07492831,0.0872836,0.08248616,0.09079755
t_1050,-83.15904,9.64248,0.012341796,0.0129149025,0.015209914,0.018069716
t_1051,-83.24887,9.64248,0.015913822,0.01787275,0.018142734,0.024067583
t_1052,-83.20396,9.64248,0.01319384,0.014089577,0.015970096,0.019545076
t_1053,-83.24887,9.68676,0.013016293,0.013772772,0.016090136,0.019079376
t_1054,-83.20396,9.68676,0.012731693,0.013389482,0.015703814,0.01858598
t_1055,-83.15904,9.68676,0.013984091,0.014990437,0.016509749,0.020420577
t_1056,-83.15904,9.73103,0.013215847,0.013840713,0.016025996,0.018874776
t_1057,-83.20396,9.73103,0.01503789,0.01635063,0.01751742,0.021897884
t_1058,-83.33871,9.64248,0.022058932,0.026126668,0.022631537,0.03353588
t_1059,-83.38362,9.64248,0.016929477,0.018989649,0.019633088,0.0251939
t_106,-84.28194,9.68676,0.0603792,0.06813316,0.07110027,0.071904
t_1060,-83.33871,9.68676,0.014032968,0.015018596,0.017309254,0.020528179
t_1061,-83.29379,9.68676,0.014582636,0.015832415,0.01747575,0.021521406
t_1062,-83.38362,9.68676,0.017374834,0.019507468,0.020052183,0.025670134
t_1063,-83.38362,9.73103,0.016080897,0.017525107,0.019209158,0.023201363
t_1064,-83.33871,9.73103,0.015590193,0.016982527,0.018575078,0.02265742
t_1065,-83.29379,9.73103,0.016484542,0.018338619,0.018986003,0.024268627
t_1066,-83.33871,9.7753,0.01440351,0.015214748,0.017817365,0.020387245
t_1067,-83.29379,9.7753,0.0139548,0.014684892,0.017244415,0.019791024
t_1068,-83.24887,9.73103,0.0132775875,0.013990432,0.01639087,0.01917598
t_1069,-83.15904,9.7753,0.013170302,0.013608109,0.016088083,0.018344507
t_107,-84.4616,9.64248,0.08449742,0.09698484,0.09361961,0.10050622
t_1070,-83.20396,9.7753,0.013337604,0.013876535,0.016374463,0.018752802
t_1071,-83.24887,9.7753,0.021722011,0.025237875,0.022290112,0.03176158
t_1072,-83.24887,9.81956,0.019679664,0.022223562,0.021257278,0.027941259
t_1073,-83.20396,9.81956,0.014084567,0.014592514,0.017096758,0.019255636
t_1074,-83.15904,9.81956,0.013647093,0.01396317,0.0165851,0.01839965
t_1075,-83.24887,9.86382,0.014953905,0.015449516,0.018170195,0.019960152
t_1076,-83.20396,9.86382,0.018618863,0.020298686,0.020571887,0.025117714
t_1077,-83.15904,9.86382,0.015313677,0.015710197,0.018015455,0.019858312
t_1078,-83.06921,9.73103,0.014186423,0.014865315,0.016608812,0.019837422
t_1079,-83.06921,9.7753,0.01441933,0.015058505,0.016781053,0.019803604
t_108,-84.50652,9.64248,0.085238434,0.09471156,0.09883314,0.09890353
t_1080,-83.11413,9.7753,0.0130810505,0.013420029,0.01589377,0.018021276
t_1081,-83.0243,9.7753,0.017055655,0.018554732,0.018585157,0.023646703
t_1082,-83.06921,9.81956,0.017747993,0.01931985,0.01917687,0.024098802
t_1083,-83.0243,9.81956,0.015243495,0.0159263,0.017274044,0.020358136
t_1084,-83.11413,9.81956,0.014671878,0.0151992375,0.017175455,0.019652762
t_1085,-83.06921,9.86382,0.019973816,0.021770505,0.020801786,0.025913605
t_1086,-83.0243,9.86382,0.01858967,0.020081416,0.019632021,0.024227848
t_1087,-83.11413,9.86382,0.018585704,0.019948062,0.020123374,0.02416422
t_1088,-83.38362,9.7753,0.014946415,0.015823632,0.018480046,0.021020427
t_1089,-83.33871,9.81956,0.018374031,0.020372473,0.020894146,0.02591808
t_109,-84.41668,9.64248,0.08376822,0.09705068,0.08948508,0.1003111
t_1090,-83.29379,9.81956,0.014321403,0.01493793,0.017687898,0.019801889
t_1091,-83.38362,9.81956,0.015250243,0.01600123,0.018842718,0.020931013
t_1092,-83.29379,9.86382,0.014768456,0.015226423,0.01824736,0.019779937
t_1093,-83.33871,9.86382,0.0151509,0.015679844,0.018743258,0.020278169
t_1094,-83.38362,9.86382,0.016154325,0.016892312,0.01968958,0.021546014
t_1095,-83.29379,9.90806,0.015548985,0.015857255,0.019148061,0.02006392
t_1096,-83.38362,9.90806,0.016011659,0.01635377,0.01978946,0.02048286
t_1097,-83.33871,9.90806,0.01604908,0.01645611,0.019715521,0.020690387
t_1098,-83.06921,9.90806,0.023739994,0.02579618,0.02347147,0.028699052
t_1099,-83.11413,9.90806,0.018444918,0.018943537,0.02033696,0.022177907
t_11,-83.83278,9.33237,0.0334547,0.0375153,0.032707307,0.042243324
t_110,-84.4616,9.68676,0.08752309,0.10050574,0.096234,0.10356634
t_1100,-83.0243,9.90806,0.02701604,0.029797986,0.02484234,0.033365376
t_1101,-83.0243,9.95231,0.032923527,0.034868773,0.0285194,0.03732889
t_1102,-83.11413,9.95231,0.026379818,0.028004667,0.025794897,0.029736757
t_1103,-83.06921,9.95231,0.027595341,0.029303383,0.026337389,0.03015723
t_1104,-83.0243,9.99654,0.0243264,0.024297817,0.024546633,0.02458398
t_1105,-83.11413,9.99654,0.03116237,0.031853676,0.02876096,0.03342345
t_1106,-83.06921,9.99654,0.032327883,0.033905137,0.029952649,0.032788925
t_1107,-83.11413,10.04078,0.018287275,0.017918142,0.020858621,0.020171337
t_1108,-83.20396,9.90806,0.02110525,0.023067612,0.022534478,0.027422646
t_1109,-83.24887,9.90806,0.019574644,0.021193342,0.021800177,0.025734406
t_111,-84.41668,9.68676,0.074494235,0.085859425,0.08620496,0.08964331
t_1110,-83.15904,9.90806,0.017469665,0.017969742,0.019845916,0.021632515
t_1111,-83.24887,9.95231,0.02339671,0.025637878,0.024730822,0.029784286
t_1112,-83.15904,9.95231,0.020840615,0.02175236,0.022501005,0.02478102
t_1113,-83.20396,9.95231,0.018936003,0.01969207,0.021442235,0.023324681
t_1114,-83.15904,9.99654,0.022633784,0.023659382,0.023940152,0.02627132
t_1115,-83.24887,9.99654,0.019807339,0.020495381,0.02285446,0.024008716
t_1116,-83.20396,9.99654,0.022286436,0.023685714,0.024022294,0.027035007
t_1117,-83.20396,10.04078,0.029958583,0.032209296,0.02857421,0.0363058
t_1118,-83.33871,9.95231,0.02148462,0.023047382,0.024094263,0.02703788
t_1119,-83.38362,9.95231,0.01753379,0.017813576,0.021235805,0.02144072
t_112,-84.50652,9.68676,0.097893156,0.11051672,0.10592086,0.11324908
t_1120,-83.29379,9.95231,0.018251022,0.018843202,0.021596154,0.022759536
t_1121,-83.29379,9.99654,0.025547765,0.027604075,0.027271824,0.03104588
t_1122,-83.33871,9.99654,0.0232987,0.02451647,0.026151765,0.02765076
t_1123,-83.38362,9.99654,0.021297984,0.02198416,0.024467021,0.024898134
t_1124,-83.38362,10.04078,0.0224937,0.022559606,0.026097357,0.024527526
t_1125,-83.33871,10.04078,0.03607116,0.037739903,0.035306763,0.039899144
t_1126,-83.29379,10.04078,0.034855668,0.036904663,0.03356927,0.04030625
t_1127,-83.38362,10.085,0.027560305,0.028181044,0.030069843,0.029206442
t_1128,-83.15904,10.04078,0.028735409,0.030523803,0.027382368,0.03401267
t_1129,-83.24887,10.04078,0.031447545,0.033823896,0.030364497,0.0378054
t_113,-84.50652,9.73103,0.12174464,0.13444717,0.11553299,0.13531864
t_1130,-83.24887,10.085,0.03255052,0.035020705,0.031020317,0.03919977
t_1131,-83.15904,10.085,0.017498028,0.017835483,0.020277115,0.021232612
t_1132,-83.20396,10.085,0.027215777,0.029653812,0.02701313,0.033705413
t_1133,-83.15904,10.12922,0.01658478,0.017227907,0.019307723,0.021200739
t_1134,-83.24887,10.12922,0.029300896,0.032024454,0.028782036,0.03649917
t_1135,-83.20396,10.12922,0.017640013,0.0183489,0.020633172,0.022299128
t_1136,-83.24887,10.17343,0.02858246,0.031298563,0.027486369,0.037299275
t_1137,-83.74295,9.7753,0.029131144,0.030212022,0.03184161,0.033234563
t_1138,-83.69803,9.7753,0.034618285,0.03813495,0.034639087,0.04155236
t_1139,-83.74295,9.81956,0.028745001,0.028730726,0.03150395,0.030959284
t_114,-84.4616,9.73103,0.07790061,0.0877995,0.09194898,0.09159868
t_1140,-83.69803,9.81956,0.03201599,0.033622563,0.033550717,0.036155548
t_1141,-83.78786,9.81956,0.028720131,0.027901556,0.031584255,0.029531555
t_1142,-83.74295,9.86382,0.038731344,0.040240295,0.038226064,0.04098386
t_1143,-83.69803,9.86382,0.029351288,0.028463775,0.03275656,0.030515859
t_1144,-83.78786,9.86382,0.036271136,0.036981985,0.0361339,0.037328012
t_1145,-83.78786,9.90806,0.0353696,0.035640247,0.03707022,0.036958914
t_1146,-83.69803,9.90806,0.03742875,0.036481705,0.03958065,0.037551392
t_1147,-83.51837,9.90806,0.018607274,0.019076446,0.022117473,0.022748861
t_1148,-83.47345,9.95231,0.022987906,0.024861977,0.024697958,0.0282617
t_1149,-83.51837,9.95231,0.018187344,0.018387275,0.021524824,0.021464154
t_115,-84.41668,9.73103,0.07331784,0.0835007,0.08674254,0.08727826
t_1150,-83.42854,9.95231,0.016685313,0.016757024,0.020435253,0.020171767
t_1151,-83.42854,9.99654,0.019579476,0.019990975,0.022591585,0.022700477
t_1152,-83.47345,9.99654,0.020108059,0.020828968,0.022418983,0.023295632
t_1153,-83.51837,9.99654,0.017307058,0.017206982,0.020347275,0.019590352
t_1154,-83.51837,10.04078,0.016711278,0.016456483,0.019041684,0.018000634
t_1155,-83.42854,10.04078,0.022779671,0.023551216,0.0247066,0.025318986
t_1156,-83.47345,10.04078,0.017466966,0.017259475,0.01990679,0.018882034
t_1157,-83.6082,9.90806,0.022316191,0.022152068,0.025904026,0.02490767
t_1158,-83.6082,9.95231,0.024607314,0.025259834,0.027176851,0.027729759
t_1159,-83.65312,9.95231,0.029743966,0.030441772,0.03173632,0.032267887
t_116,-84.4616,9.7753,0.06968931,0.07572042,0.087448776,0.08039438
t_1160,-83.56329,9.95231,0.022416366,0.023352783,0.024917401,0.02620481
t_1161,-83.6082,9.99654,0.025360065,0.026692098,0.027064847,0.028955821
t_1162,-83.65312,9.99654,0.026312968,0.027143857,0.028773585,0.029435934
t_1163,-83.56329,9.99654,0.02173399,0.022591464,0.023846107,0.02490877
t_1164,-83.56329,10.04078,0.018899886,0.019116465,0.021128116,0.020932732
t_1165,-83.6082,10.04078,0.021470055,0.022123093,0.02383146,0.024299681
t_1166,-83.65312,10.04078,0.021874128,0.02217341,0.025090493,0.024691746
t_1167,-83.74295,9.90806,0.041970536,0.043736424,0.0411735,0.04427843
t_1168,-83.74295,9.95231,0.030536368,0.030191818,0.03406429,0.03241999
t_1169,-83.78786,9.95231,0.031004217,0.030721819,0.034859467,0.033096414
t_117,-84.59635,9.64248,0.10208891,0.10163656,0.12256389,0.10759428
t_1170,-83.69803,9.95231,0.034202617,0.034888096,0.035938084,0.03643566
t_1171,-83.74295,9.99654,0.02741809,0.027404074,0.031420805,0.030086042
t_1172,-83.69803,9.99654,0.025213627,0.025062885,0.029044379,0.027632196
t_1173,-83.78786,9.99654,0.03431976,0.03575213,0.037024662,0.038166776
t_1174,-83.78786,10.04078,0.027428705,0.027689768,0.031898115,0.030635014
t_1175,-83.74295,10.04078,0.025022093,0.025212627,0.02912429,0.028060028
t_1176,-83.69803,10.04078,0.022867685,0.022967666,0.02670665,0.025707094
t_1177,-83.74295,10.085,0.022950625,0.023127047,0.026957326,0.025894418
t_1178,-83.78786,10.085,0.027121447,0.027829897,0.030829115,0.030466873
t_1179,-83.69803,10.085,0.021091104,0.021240368,0.02485972,0.023973098
t_118,-84.55143,9.64248,0.11037971,0.12030819,0.11851146,0.123015985
t_1180,-83.78786,10.12922,0.02791942,0.02917304,0.030191446,0.031153003
t_1181,-83.69803,10.12922,0.024486246,0.025926933,0.02670102,0.028433941
t_1182,-83.74295,10.12922,0.025943747,0.02727779,0.028240083,0.029575692
t_1183,-83.83278,10.17343,0.03154289,0.03270387,0.03172901,0.03340557
t_1184,-83.69803,10.17343,0.023329135,0.024561666,0.025589485,0.027005477
t_1185,-83.74295,10.17343,0.026877213,0.02839034,0.028077612,0.030327417
t_1186,-83.78786,10.17343,0.026882695,0.027775468,0.028181402,0.029047988
t_1187,-83.6082,10.085,0.02132025,0.022268167,0.023233008,0.024311269
t_1188,-83.56329,10.085,0.019035885,0.019492278,0.020586954,0.020892786
t_1189,-83.65312,10.085,0.0214582,0.022097766,0.024292719,0.02458161
t_119,-84.64126,9.64248,0.16727379,0.17345369,0.15879856,0.17179601
t_1190,-83.6082,10.12922,0.02410244,0.025935989,0.024774907,0.02811911
t_1191,-83.65312,10.12922,0.022928147,0.024321523,0.024975544,0.026812596
t_1192,-83.56329,10.12922,0.021814397,0.023097876,0.022333242,0.024700435
t_1193,-83.56329,10.17343,0.02490692,0.027006153,0.024588304,0.029502267
