# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1992, Max_dist:150km
custom_site_id,lon,lat,AbrahamsonEtAl2014,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
s_8,51.32,36.112,0.09205443,0.09124629,0.091832675,0.0923111
s_9,50.37,35.72,0.07059,0.07059,0.07059,0.07059
t_0,51.40646,33.65178,0.0041246465,0.0029716857,0.0045871953,0.004794472
t_1,51.58613,33.65178,0.0030191732,0.0020223865,0.0037019874,0.0034249388
t_10,51.2268,33.65178,0.0035404926,0.002423898,0.004214757,0.004028581
t_100,52.75394,33.65178,0.003483831,0.0026569264,0.0036195975,0.00422241
t_1000,46.28606,33.65178,0.002081831,0.0014043152,0.0024983562,0.0024124363
t_1001,46.3759,33.65178,0.0024066558,0.0016866475,0.002773169,0.0028336677
t_1002,46.55556,33.65178,0.0018153926,0.0011605958,0.0023506144,0.0020579398
t_1003,46.46573,33.65178,0.0023014657,0.0015772572,0.0027141091,0.002679701
t_1004,46.28606,33.72652,0.0022717307,0.0015545237,0.0026838754,0.0026442688
t_1005,46.3759,33.72652,0.0024290017,0.0016840184,0.0028294993,0.002840471
t_1006,46.46573,33.72652,0.0021952041,0.0014632364,0.0026687738,0.0025201612
t_1007,46.55556,33.72652,0.002140826,0.0014101584,0.0026509587,0.002445793
t_1008,46.28606,33.8012,0.0022542567,0.001516988,0.0027058532,0.0025981795
t_1009,46.3759,33.8012,0.002612527,0.001828264,0.0030108644,0.0030611602
t_101,52.6641,33.65178,0.0036937376,0.0028409427,0.0037972685,0.004484366
t_1010,46.64539,33.65178,0.0020938637,0.0013777665,0.0025945427,0.0023930154
t_1011,46.73522,33.65178,0.0027222515,0.0019234968,0.0031040786,0.0032017268
t_1012,46.82505,33.65178,0.002905261,0.0020798566,0.0032640724,0.0034322252
t_1013,46.73522,33.72652,0.0028725078,0.0020349652,0.0032641368,0.0033744255
t_1014,46.64539,33.72652,0.002982485,0.0021526916,0.0033204341,0.0035354001
t_1015,46.82505,33.72652,0.0029108813,0.002055561,0.003317826,0.0034105007
t_1016,46.82505,33.8012,0.0030777762,0.0021799663,0.0034944408,0.003601751
t_1017,46.73522,33.8012,0.0028647673,0.0019977351,0.003306279,0.0033331935
t_1018,46.64539,33.8012,0.002998355,0.0021387462,0.0033809552,0.0035288488
t_1019,46.73522,33.87582,0.0033557087,0.002425918,0.0037259446,0.0039574276
t_102,52.57427,33.65178,0.0040401556,0.0031608983,0.0040640156,0.004927329
t_1020,47.00472,33.65178,0.0025463798,0.001725034,0.0030336913,0.0029293653
t_1021,47.09455,33.65178,0.002955224,0.0020849016,0.0033704522,0.0034577565
t_1022,46.91489,33.65178,0.0031834845,0.002326636,0.0034925598,0.0037883709
t_1023,47.00472,33.72652,0.0028076079,0.0019307948,0.0032847675,0.003241971
t_1024,47.09455,33.72652,0.0043136613,0.0033507037,0.0043877456,0.0052253758
t_1025,46.91489,33.72652,0.002297267,0.0015093542,0.0028693639,0.002614066
t_1026,47.00472,33.8012,0.0034086828,0.0024582616,0.003794186,0.00401073
t_1027,47.09455,33.8012,0.0029289483,0.002001888,0.003458296,0.0033628477
t_1028,46.91489,33.8012,0.0039903275,0.0030316866,0.004177284,0.004796529
t_1029,47.00472,33.87582,0.0037311013,0.0027274264,0.0040902398,0.004403765
t_103,52.75394,33.72652,0.0036673849,0.0028069303,0.0037947088,0.00444295
t_1030,46.55556,33.8012,0.0022692594,0.0015017787,0.0027954911,0.0025923385
t_1031,46.46573,33.8012,0.0020968071,0.0013692179,0.0026346766,0.0023876363
t_1032,46.3759,33.87582,0.0021511072,0.0014083168,0.00269431,0.002449976
t_1033,46.28606,33.87582,0.002961236,0.0021428764,0.0032876593,0.0035163327
t_1034,46.55556,33.87582,0.0023410146,0.0015466412,0.002898107,0.0026687242
t_1035,46.46573,33.87582,0.0023373135,0.0015519385,0.002867214,0.002671086
t_1036,46.3759,33.95037,0.0029393178,0.0020773476,0.0033473715,0.0034434919
t_1037,46.28606,33.95037,0.002180999,0.001428172,0.002733166,0.0024828683
t_1038,46.55556,33.95037,0.0031236357,0.0022118744,0.0035468484,0.0036516278
t_1039,46.46573,33.95037,0.0026084352,0.001762541,0.003122797,0.002993004
t_104,52.6641,33.72652,0.0035480403,0.0026710224,0.0037524826,0.004268614
t_1040,46.82505,33.87582,0.004394106,0.0034073815,0.004482171,0.0053131534
t_1041,46.64539,33.87582,0.002961933,0.0020740116,0.0034029158,0.0034486928
t_1042,46.82505,33.95037,0.0043022917,0.003278155,0.004492218,0.005159688
t_1043,46.73522,33.95037,0.0036797603,0.002698836,0.0040199966,0.0043549645
t_1044,46.64539,33.95037,0.003295619,0.0023542107,0.003706595,0.003862127
t_1045,46.73522,34.02485,0.003920801,0.0028920923,0.0042556515,0.0046394663
t_1046,46.82505,34.02485,0.0048116264,0.0037362431,0.004908538,0.0057950635
t_1047,46.64539,34.02485,0.00455201,0.003527609,0.0046510436,0.0054923734
t_1048,46.55556,34.09927,0.003944645,0.00292238,0.004260699,0.0046779644
t_1049,46.82505,34.09927,0.0045620883,0.003447516,0.0048168064,0.005428207
t_105,52.57427,33.72652,0.0038582014,0.0029493803,0.004002355,0.0046604425
t_1050,47.09455,33.87582,0.003334403,0.0023338457,0.00382414,0.00385483
t_1051,46.91489,33.87582,0.0036452017,0.0026639744,0.003997771,0.0043073175
t_1052,47.00472,33.95037,0.0042135557,0.0031504366,0.004502967,0.005005542
t_1053,46.91489,33.95037,0.0045139417,0.0034635998,0.0046734344,0.0054204226
t_1054,47.09455,33.95037,0.0037788951,0.0027126078,0.0042220647,0.0044064224
t_1055,47.00472,34.02485,0.003733431,0.0026472989,0.00422184,0.004322046
t_1056,46.91489,34.02485,0.004048559,0.002970529,0.004419815,0.0047664093
t_1057,47.09455,34.02485,0.004405631,0.0032705504,0.004747402,0.0051977066
t_1058,47.00472,34.09927,0.0045341663,0.0033711994,0.0048778025,0.005344838
t_1059,46.91489,34.09927,0.004152546,0.003026372,0.004565862,0.0048604766
t_106,52.57427,33.8012,0.003991129,0.0030465645,0.0041508484,0.00480972
t_1060,46.46573,34.02485,0.0033196763,0.002384048,0.0037130485,0.0039014022
t_1061,46.3759,34.02485,0.0031075713,0.0022049267,0.0035220475,0.003638338
t_1062,46.28606,34.02485,0.0031524876,0.002267283,0.003521973,0.003718493
t_1063,46.55556,34.02485,0.0027540566,0.001856824,0.0033182295,0.003148539
t_1064,46.3759,34.09927,0.003572493,0.0026123624,0.003916567,0.004227167
t_1065,46.46573,34.09927,0.0038013242,0.0028080887,0.004119449,0.004509563
t_1066,46.28606,34.09927,0.00296184,0.0020592199,0.0034260869,0.0034328375
t_1067,46.3759,34.17363,0.003804188,0.0027993438,0.0041408176,0.004502443
t_1068,46.46573,34.17363,0.0046495106,0.0035940027,0.0047698114,0.0055961497
t_1069,46.28606,34.17363,0.0039618546,0.0029748618,0.0042112465,0.0047332523
t_107,52.75394,33.8012,0.0039038619,0.0030078206,0.004007074,0.0047320127
t_1070,46.73522,34.09927,0.0035933703,0.0025404028,0.004077441,0.004161653
t_1071,46.64539,34.09927,0.00437352,0.003312989,0.0046021687,0.0052233473
t_1072,46.55556,34.17363,0.00388173,0.0028238131,0.0042782463,0.004556918
t_1073,46.82505,34.17363,0.00389116,0.0027570503,0.004402527,0.004490324
t_1074,46.64539,34.17363,0.0041896864,0.0030942876,0.0045409123,0.0049420455
t_1075,46.73522,34.17363,0.004707383,0.0035705103,0.0049495935,0.0056027677
t_1076,46.55556,34.24791,0.003984111,0.0028812988,0.004416948,0.004652119
t_1077,46.82505,34.24791,0.0062636216,0.005046393,0.0061122966,0.00758003
t_1078,46.73522,34.24791,0.005069113,0.0038788847,0.0052772355,0.0060375156
t_1079,46.64539,34.24791,0.0031152973,0.0020923105,0.003810759,0.003532621
t_108,52.6641,33.8012,0.003978444,0.003057416,0.0040994887,0.0048118634
t_1080,47.09455,34.09927,0.0062988237,0.0051063895,0.00609366,0.0076457392
t_1081,47.00472,34.17363,0.006031187,0.004802755,0.0059758085,0.0072696973
t_1082,46.91489,34.17363,0.0062301615,0.005037765,0.006047459,0.007556716
t_1083,47.09455,34.17363,0.004641594,0.003398477,0.005076589,0.0054096724
t_1084,47.00472,34.24791,0.0043493276,0.0030959148,0.004900711,0.0049977195
t_1085,46.91489,34.24791,0.006231305,0.0049793334,0.00615038,0.0075101694
t_1086,47.09455,34.24791,0.004594386,0.0032995758,0.005123793,0.005289908
t_1087,46.91489,34.32214,0.006349213,0.0050392007,0.006330675,0.007615013
t_1088,47.09455,34.32214,0.007410213,0.0060542724,0.007127487,0.008941874
t_1089,47.00472,34.32214,0.004611458,0.0032952996,0.0051781693,0.0052913073
t_109,52.6641,33.87582,0.004369479,0.0034087196,0.0044184523,0.0053018006
t_1090,46.28606,34.24791,0.004579928,0.0035411576,0.004695548,0.005517377
t_1091,46.46573,34.24791,0.0044055735,0.0033156045,0.0046738703,0.0052397344
t_1092,46.3759,34.24791,0.0037562086,0.002717277,0.004165294,0.0044026817
t_1093,46.46573,34.32214,0.0042696274,0.0031430016,0.004645128,0.0050201053
t_1094,46.28606,34.32214,0.004524001,0.0034482942,0.0047261766,0.0054114675
t_1095,46.3759,34.32214,0.0039462913,0.0028608288,0.0043649585,0.0046176887
t_1096,46.3759,34.3963,0.0042949314,0.0031558918,0.004682076,0.005042116
t_1097,46.28606,34.3963,0.0038844638,0.0027918378,0.004334475,0.004524577
t_1098,46.46573,34.3963,0.004363311,0.0031900974,0.0047814804,0.005100869
t_1099,46.3759,34.47039,0.0042344304,0.0030544845,0.004704107,0.0049164076
t_11,51.31663,33.65178,0.0040153614,0.00284977,0.004533885,0.0046297116
t_110,52.39461,33.65178,0.0041288207,0.0032035748,0.004202102,0.0050093266
t_1100,45.74708,33.65178,0.0015542416,0.0010078269,0.001954096,0.0017826903
t_1101,45.65724,33.65178,0.00221699,0.001611826,0.0024478014,0.0026691763
t_1102,45.74708,33.72652,0.0018668409,0.001267264,0.002234746,0.002182235
t_1103,45.65724,33.72652,0.0021014467,0.001490484,0.0023941596,0.0025041623
t_1104,45.74708,33.8012,0.0018703162,0.0012539155,0.0022649893,0.0021700414
t_1105,46.01657,33.65178,0.0018583275,0.0012408096,0.0022591127,0.0021515691
t_1106,46.1064,33.65178,0.0018925269,0.0012595908,0.002306005,0.0021851014
t_1107,46.19623,33.65178,0.002060178,0.0013972712,0.0024609629,0.0023963996
t_1108,46.1064,33.72652,0.0019203707,0.0012680949,0.0023601353,0.0022058936
t_1109,46.19623,33.72652,0.0021031937,0.001415887,0.0025278984,0.002432965
t_111,52.30478,33.65178,0.0043487307,0.0033986717,0.004386637,0.0052825115
t_1110,46.01657,33.72652,0.0017479953,0.0011341139,0.0022012622,0.0019973863
t_1111,46.19623,33.8012,0.002105387,0.0014004613,0.0025650435,0.0024185951
t_1112,46.01657,33.8012,0.0019815695,0.0013152484,0.0024192457,0.0022794253
t_1113,46.1064,33.8012,0.0020730013,0.001382844,0.002515029,0.0023865176
t_1114,46.19623,33.87582,0.0026853597,0.0019027712,0.0030537187,0.0031654446
t_1115,45.92674,33.65178,0.0017207654,0.00113097,0.002127688,0.001980429
t_1116,45.83691,33.65178,0.0018644714,0.0012695425,0.002225162,0.0021834807
t_1117,45.92674,33.72652,0.0018339332,0.001214048,0.0022480735,0.0021136457
t_1118,45.83691,33.72652,0.0017764709,0.0011750624,0.0021813938,0.0020493667
t_1119,45.83691,33.8012,0.0018417031,0.0012164259,0.002262287,0.0021192916
t_112,52.48444,33.65178,0.0039439397,0.0030435822,0.0040404503,0.0047820676
t_1120,45.92674,33.8012,0.0023036094,0.0016186535,0.0026493936,0.0027215346
t_1121,45.83691,33.87582,0.0019850456,0.0013257144,0.0024078442,0.0022914328
t_1122,45.92674,33.87582,0.00194955,0.001284792,0.0024038977,0.002235729
t_1123,45.83691,33.95037,0.002075601,0.0013881432,0.0025114242,0.002392875
t_1124,45.92674,33.95037,0.0020355135,0.001343708,0.0025065627,0.0023323458
t_1125,45.65724,33.8012,0.0019574263,0.001344711,0.002312474,0.0022992007
t_1126,45.56741,33.8012,0.0016798212,0.0011096516,0.0020692549,0.0019410896
t_1127,45.74708,33.87582,0.0019008933,0.0012644154,0.0023173827,0.002193416
t_1128,45.65724,33.87582,0.001927999,0.0013017862,0.0023175576,0.0022433535
t_1129,45.56741,33.87582,0.0018257756,0.0012236773,0.0022135205,0.0021202306
t_113,52.48444,33.72652,0.003988332,0.003054024,0.0041303104,0.004814285
t_1130,45.74708,33.95037,0.0021273317,0.0014491135,0.0025288665,0.0024770712
t_1131,45.47758,33.95037,0.0018160215,0.0012125648,0.002209654,0.0021046286
t_1132,45.65724,33.95037,0.0021712806,0.0015038991,0.0025381031,0.0025508762
t_1133,45.56741,33.95037,0.0024587612,0.0017816243,0.0027273472,0.002944722
t_1134,46.01657,33.87582,0.0020104684,0.0013262742,0.0024772687,0.0023040152
t_1135,46.1064,33.87582,0.002372843,0.001631223,0.0027882096,0.002763654
t_1136,46.19623,33.95037,0.0030869616,0.0022521082,0.0033945935,0.0036749227
t_1137,46.01657,33.95037,0.0022073013,0.0014775704,0.0026677274,0.002538987
t_1138,46.1064,33.95037,0.0031602073,0.002339302,0.0034144206,0.003787621
t_1139,46.19623,34.02485,0.0024018264,0.0016048712,0.002918657,0.0027501301
t_114,52.30478,33.72652,0.0044511817,0.0034620503,0.0045218077,0.005387541
t_1140,46.01657,34.02485,0.0026188695,0.0018271296,0.0030274007,0.0030623504
t_1141,46.1064,34.02485,0.0026130246,0.001803489,0.003051763,0.0030355903
t_1142,46.19623,34.09927,0.0023440123,0.0015438632,0.0029192034,0.0026679072
t_1143,46.01657,34.09927,0.0026271977,0.001810203,0.003072836,0.0030478877
t_1144,45.47758,34.02485,0.0021787814,0.0015228373,0.0025227196,0.0025724203
t_1145,45.65724,34.02485,0.0020659359,0.0013905133,0.0024852292,0.0023914357
t_1146,45.56741,34.02485,0.0024351347,0.0017419421,0.0027435482,0.002898102
t_1147,45.74708,34.02485,0.0022185275,0.0015123357,0.0026323646,0.002579127
t_1148,45.47758,34.09927,0.0022837773,0.0016013496,0.0026331474,0.0026957649
t_1149,45.65724,34.09927,0.0021558967,0.0014528095,0.0025874162,0.002492186
t_115,52.39461,33.72652,0.004175678,0.0032144317,0.0042969445,0.005043039
t_1150,45.74708,34.09927,0.002547221,0.0017924311,0.0029206297,0.0029979243
t_1151,45.56741,34.09927,0.00304531,0.00229431,0.0032139325,0.0036878106
t_1152,45.65724,34.17363,0.0024477474,0.0016979239,0.0028499023,0.002861883
t_1153,45.83691,34.02485,0.0022073283,0.0014864872,0.00264917,0.0025477118
t_1154,45.92674,34.02485,0.0021430575,0.0014202136,0.002627493,0.0024552946
t_1155,45.92674,34.09927,0.0023740607,0.0016004925,0.0028448652,0.0027323342
t_1156,45.83691,34.09927,0.0026099877,0.001832159,0.002999014,0.0030637735
t_1157,45.83691,34.17363,0.0023868775,0.001608494,0.0028622677,0.0027457818
t_1158,45.92674,34.17363,0.0032586667,0.0023941265,0.0035539023,0.0038841597
t_1159,45.83691,34.24791,0.0033081667,0.0024366195,0.0035971594,0.0039456966
t_116,52.39461,33.8012,0.0040624905,0.0030693032,0.0042842515,0.004864595
t_1160,45.92674,34.24791,0.0022160816,0.001444269,0.0028041536,0.0025151987
t_1161,45.74708,34.24791,0.0025430825,0.0017442465,0.0029896626,0.0029468846
t_1162,45.74708,34.32214,0.0033614233,0.002484041,0.0036408242,0.004013359
t_1163,46.1064,34.09927,0.0022242242,0.0014559459,0.0027927856,0.0025295517
t_1164,46.1064,34.17363,0.0040972885,0.0031550566,0.0042151627,0.0049527013
t_1165,46.19623,34.17363,0.0031271386,0.0022047125,0.0035661848,0.00364523
t_1166,46.01657,34.17363,0.0021881894,0.0014240161,0.0027739157,0.0024831325
t_1167,46.1064,34.24791,0.0033322303,0.0023904287,0.0037316845,0.00391242
t_1168,46.19623,34.24791,0.0032769223,0.0023138907,0.0037284677,0.00381317
t_1169,46.01657,34.24791,0.002619529,0.0017644794,0.0031535374,0.003000024
t_117,52.30478,33.8012,0.0036716585,0.0026712152,0.0040461165,0.004325351
t_1170,46.1064,34.32214,0.0032662777,0.0022969495,0.003731176,0.0037914945
t_1171,46.19623,34.32214,0.0034788079,0.0024709876,0.003932137,0.004048898
t_1172,46.19623,34.3963,0.005121478,0.004029691,0.0051390487,0.0061900783
t_1173,45.74708,34.17363,0.002291059,0.0015395646,0.0027561833,0.002636362
t_1174,45.56741,34.17363,0.0028723935,0.0021098363,0.003133126,0.0034426826
t_1175,45.65724,34.24791,0.0023837602,0.0016188122,0.0028331135,0.0027546273
t_1176,45.56741,34.24791,0.0026235906,0.0018579111,0.002986756,0.0030947411
t_1177,45.56741,34.32214,0.0027955282,0.0019961158,0.0031521092,0.0033032238
t_1178,45.65724,34.32214,0.0025268248,0.001727344,0.0029803643,0.002922939
t_1179,45.65724,34.3963,0.0031419562,0.0022750532,0.0034854137,0.0037210304
t_118,52.48444,33.8012,0.004360436,0.0033840626,0.004440937,0.005277192
t_1180,46.01657,34.32214,0.0037575944,0.0027887481,0.0040502977,0.0044720746
t_1181,45.83691,34.32214,0.003087421,0.0022026657,0.0034805173,0.0036278893
t_1182,45.92674,34.32214,0.0025238297,0.0016825072,0.003088408,0.0028802122
t_1183,45.74708,34.3963,0.0028717662,0.001998756,0.0033210914,0.0033362247
t_1184,45.83691,34.3963,0.0031697208,0.002252583,0.0035863493,0.003710263
t_1185,45.92674,34.3963,0.0045662024,0.0035717443,0.0046076085,0.005534731
t_1186,45.74708,34.47039,0.003115524,0.0021996626,0.003548752,0.0036354286
t_1187,45.83691,34.47039,0.0043598223,0.0033645146,0.00447787,0.005259756
t_1188,45.92674,34.47039,0.0038315,0.0028239873,0.0041636373,0.004536907
t_1189,45.74708,34.54441,0.0031299663,0.002185899,0.0036020903,0.0036260642
t_119,52.30478,33.87582,0.0033431984,0.00232688,0.0038579232,0.0038510568
t_1190,47.99286,33.65178,0.0045716213,0.0034772342,0.004783798,0.005461577
t_1191,47.8132,33.65178,0.0032288039,0.002232381,0.0037548733,0.0037134963
t_1192,47.90303,33.65178,0.003332332,0.002312598,0.0038578468,0.0038341351
t_1193,47.72337,33.65178,0.003538742,0.0025333888,0.0039645466,0.004137707
t_1194,47.8132,33.72652,0.004370529,0.0032712582,0.0046620783,0.005186466
t_1195,47.90303,33.72652,0.0034921237,0.0024245249,0.0040474823,0.004008435
t_1196,47.72337,33.72652,0.003484601,0.002441967,0.003987006,0.0040226043
t_1197,47.72337,33.8012,0.0035743988,0.0024900078,0.004125148,0.0041053467
t_1198,47.90303,33.8012,0.004452734,0.0032839552,0.0048300717,0.0052305013
t_1199,47.8132,33.8012,0.0038066595,0.0026846481,0.0043249303,0.004387861
t_12,51.13697,33.65178,0.0045745606,0.003349795,0.005002388,0.0053376057
t_120,52.21495,33.65178,0.0046881163,0.0037146427,0.0046476577,0.0057139173
t_1200,48.26236,33.65178,0.0043412982,0.003198436,0.0047144713,0.0051044165
t_1201,48.0827,33.65178,0.0034279826,0.0023748218,0.003983647,0.003934036
t_1202,48.17253,33.65178,0.0037276314,0.0026300596,0.004233621,0.0043037413
t_1203,48.0827,33.72652,0.004018049,0.0028764715,0.0044952193,0.004660692
t_1204,47.99286,33.72652,0.003775001,0.0026648007,0.0042849206,0.0043563363
t_1205,48.17253,33.72652,0.0043133143,0.0031405776,0.0047428403,0.005035481
t_1206,48.26236,33.72652,0.004304413,0.0031117657,0.004766987,0.00500223
t_1207,48.0827,33.8012,0.0034267614,0.0023246577,0.004136398,0.0038880578
t_1208,48.26236,33.8012,0.005977378,0.0047014565,0.0060185622,0.0071625486
t_1209,47.99286,33.8012,0.00423641,0.0030550065,0.004703652,0.004920414
t_121,52.03528,33.65178,0.0047992864,0.0037775268,0.004803801,0.0058225617
t_1210,48.35219,33.65178,0.0037642084,0.002636897,0.004319783,0.0043229223
t_1211,48.53185,33.65178,0.006427166,0.0052174386,0.006208849,0.0077982107
t_1212,48.44202,33.65178,0.0038633416,0.0027125275,0.0044226693,0.004435858
t_1213,48.44202,33.72652,0.0043477793,0.0031144368,0.004861103,0.0050168806
t_1214,48.53185,33.72652,0.0042021773,0.0029666687,0.004787338,0.004815753
t_1215,48.35219,33.72652,0.0037584251,0.0026012054,0.004398601,0.0042885463
t_1216,48.35219,33.8012,0.0052073766,0.003913401,0.0055353553,0.006126792
t_1217,48.53185,33.8012,0.005234169,0.0038942518,0.0056293295,0.0061144643
t_1218,48.44202,33.8012,0.0044569266,0.0031706218,0.0050305245,0.0051119225
t_1219,48.44202,33.87582,0.0048531927,0.0034877162,0.0054135667,0.005569622
t_122,52.12511,33.65178,0.004861316,0.0038646294,0.0048011225,0.0059242942
t_1220,48.62168,33.65178,0.0061647915,0.0049263514,0.006080986,0.007435609
t_1221,48.71152,33.65178,0.0040652733,0.002857822,0.004655724,0.0046567614
t_1222,48.62168,33.72652,0.004677901,0.0033919285,0.00516512,0.0054143253
t_1223,48.71152,33.72652,0.0052278973,0.003909892,0.0055909147,0.0061284453
t_1224,48.62168,33.8012,0.005153911,0.0037927206,0.0056059235,0.005983464
t_1225,48.71152,33.8012,0.004744493,0.003387024,0.0053417776,0.005430926
t_1226,48.62168,33.87582,0.004925002,0.00352069,0.0055439,0.0056280848
t_1227,48.71152,33.87582,0.007201863,0.0057462803,0.0071551604,0.008593203
t_1228,48.71152,33.95037,0.0076945615,0.0061678765,0.0076130917,0.009163363
t_1229,48.62168,33.95037,0.008480194,0.007014815,0.008052035,0.010210321
t_123,52.03528,33.72652,0.0053273537,0.004264473,0.0052220747,0.0064845793
t_1230,48.17253,33.8012,0.0047387243,0.0034996807,0.005133128,0.0055486024
t_1231,48.0827,33.87582,0.005935614,0.004645973,0.0060148984,0.0070961406
t_1232,47.99286,33.87582,0.0037426932,0.0025760287,0.004424414,0.004258715
t_1233,48.26236,33.87582,0.0071601314,0.005841981,0.006886333,0.008655628
t_1234,48.17253,33.87582,0.0070546437,0.005761469,0.0067722215,0.008540641
t_1235,48.17253,33.95037,0.0046555046,0.0033147982,0.005254817,0.005328762
t_1236,47.99286,33.95037,0.005383895,0.0040602623,0.0057016932,0.006334282
t_1237,48.0827,33.95037,0.0041400003,0.0028766363,0.004843703,0.0047071157
t_1238,48.26236,33.95037,0.0047925934,0.003422079,0.0053931456,0.0054844394
t_1239,48.26236,34.02485,0.004380459,0.0030277895,0.0051991395,0.0049471892
t_124,52.21495,33.72652,0.004715116,0.0036996503,0.0047381427,0.005716351
t_1240,48.35219,33.87582,0.00460837,0.0032812264,0.005198928,0.0052783317
t_1241,48.53185,33.87582,0.0050102854,0.003613973,0.0055653136,0.0057506547
