# 19900620_M7.4_Manjil-Rudbar median gmf, Stations:None, gmlt:GEM, Rupture:Gao_And_Wallace_1994
custom_site_id,lon,lat,AkkarEtAlRjb2014,BooreEtAl2014,CampbellBozorgnia2014,ZhaoEtAl2006Asc
t_1135,50.21748,37.24359,0.06754313,0.10089338,0.09513258,0.10624742
t_1136,50.03782,37.24359,0.079925336,0.116810404,0.109409325,0.1285056
t_1137,50.12765,37.24359,0.07347082,0.107844844,0.10190201,0.11745769
t_1138,49.94799,37.24359,0.08542753,0.12294234,0.115532726,0.13827842
t_1139,50.30732,37.24359,0.048597384,0.0632598,0.074946016,0.09451059
t_114,47.88186,38.94024,0.012902084,0.008734585,0.010488756,0.012502122
t_1140,50.03782,37.31507,0.07003657,0.103038065,0.09781687,0.11136141
t_1141,49.94799,37.31507,0.073945716,0.10868282,0.10244052,0.11812571
t_1142,50.12765,37.31507,0.062541164,0.08820499,0.08906591,0.10225664
t_1143,50.21748,37.31507,0.05745134,0.08063502,0.08301396,0.09390744
t_1144,50.03782,37.38648,0.06202975,0.09133783,0.08820815,0.09707212
t_1145,49.94799,37.38648,0.06489415,0.09587563,0.09170015,0.10201255
t_1146,46.35473,36.8133,0.015952785,0.01192612,0.012182115,0.012356188
t_1147,46.80389,36.8133,0.015071424,0.012334924,0.014863581,0.018240111
t_1148,46.71405,36.8133,0.012818528,0.0095515195,0.012594178,0.01330357
t_1149,46.2649,36.8133,0.015482805,0.011100923,0.0113599915,0.01144345
t_115,48.06153,39.01008,0.011176583,0.007066264,0.00937799,0.00976188
t_1150,46.62422,36.8133,0.015077198,0.011766143,0.013443303,0.015483581
t_1151,46.17506,36.8133,0.0091594225,0.0049720625,0.0073307646,0.008311427
t_1152,46.2649,36.88518,0.012911614,0.008434678,0.009917047,0.011419073
t_1153,46.80389,36.88518,0.012503808,0.009471097,0.013114227,0.014618081
t_1154,46.35473,36.88518,0.015133807,0.010993428,0.011735956,0.012334271
t_1155,46.53439,36.88518,0.012812475,0.009093727,0.011451077,0.011436573
t_1156,46.44456,36.88518,0.015549596,0.011752343,0.012566124,0.013336908
t_1157,46.62422,36.88518,0.014868717,0.01156842,0.013392406,0.01564738
t_1158,46.17506,36.88518,0.011983339,0.007338503,0.00894119,0.010582189
t_1159,46.71405,36.88518,0.0147761665,0.011750154,0.0140250055,0.01698079
t_116,47.88186,39.01008,0.0138540035,0.009443014,0.01058315,0.011666432
t_1160,46.62422,36.957,0.014915128,0.011647355,0.013483761,0.015763463
t_1161,46.44456,36.957,0.015619937,0.011858992,0.01266187,0.013427804
t_1162,46.80389,36.957,0.014914537,0.012215858,0.014933738,0.014737432
t_1163,46.53439,36.957,0.014328264,0.010709503,0.01245841,0.014539848
t_1164,46.2649,36.957,0.015997713,0.011795356,0.011791954,0.011618352
t_1165,46.35473,36.957,0.012907584,0.0087065855,0.010457226,0.012415137
t_1166,46.17506,36.957,0.015299298,0.010688193,0.010852231,0.010764568
t_1167,46.71405,36.957,0.011547635,0.00824952,0.011803049,0.013555926
t_1168,46.62422,37.02875,0.011857741,0.00839039,0.011486338,0.012539886
t_1169,46.53439,37.02875,0.015356595,0.011867115,0.013147505,0.014599159
t_117,47.79203,39.01008,0.013201155,0.008692149,0.01001333,0.011316411
t_1170,46.2649,37.02875,0.011315579,0.0069991522,0.00907581,0.009136675
t_1171,46.17506,37.02875,0.014779832,0.010097764,0.010560166,0.010803538
t_1172,46.08523,37.02875,0.014926296,0.010026814,0.010186665,0.010018375
t_1173,46.44456,37.02875,0.0134144835,0.009486386,0.011329156,0.013480784
t_1174,46.71405,37.02875,0.011960812,0.008711727,0.012160345,0.013615515
t_1175,46.35473,37.02875,0.012083751,0.007928363,0.009999894,0.009872318
t_1176,46.80389,37.02875,0.015003903,0.01233605,0.0150388535,0.01868954
t_1177,46.62422,37.10043,0.018023701,0.015532114,0.015636114,0.016021702
t_1178,46.2649,37.10043,0.01365618,0.00919742,0.010413542,0.011546783
t_1179,46.44456,37.10043,0.013184949,0.009256493,0.01119789,0.013495214
t_118,47.61237,39.01008,0.011293461,0.0067460216,0.008563595,0.010588247
t_1180,46.08523,37.10043,0.015140288,0.010290429,0.010326393,0.010029916
t_1181,46.53439,37.10043,0.0138139725,0.01017557,0.012174642,0.014614493
t_1182,46.35473,37.10043,0.013161854,0.0089725945,0.010638147,0.012476224
t_1183,46.71405,37.10043,0.015335875,0.0124439495,0.014516878,0.017205343
t_1184,46.17506,37.10043,0.0121343965,0.007506727,0.009085949,0.01069744
t_1185,46.80389,37.10043,0.013290794,0.0103726145,0.013813889,0.014819656
t_1186,46.17506,37.17204,0.01187696,0.0072732093,0.008939101,0.010683009
t_1187,46.2649,37.17204,0.015219004,0.010852207,0.011320497,0.011529619
t_1188,46.44456,37.17204,0.012864815,0.008928709,0.010990579,0.013471004
t_1189,46.35473,37.17204,0.015394351,0.011325042,0.011965654,0.012455833
t_119,47.7022,39.01008,0.012173456,0.007625174,0.009240324,0.0109560555
t_1190,46.08523,37.17204,0.010357642,0.0057822024,0.0077123037,0.007848723
t_1191,46.71405,37.17204,0.013893128,0.010788801,0.013515343,0.013597101
t_1192,46.62422,37.17204,0.014769575,0.011494293,0.013413949,0.01581228
t_1193,46.53439,37.17204,0.014925697,0.011377619,0.012864242,0.014585746
t_1194,46.80389,37.17204,0.015828496,0.013316396,0.015602879,0.018659674
t_1195,46.71405,37.24359,0.012419414,0.0091737555,0.012440608,0.013519665
t_1196,46.53439,37.24359,0.011091822,0.007410998,0.010367637,0.011496895
t_1197,46.2649,37.24359,0.011349585,0.007016918,0.009069032,0.009096117
t_1198,46.44456,37.24359,0.011244817,0.0073484266,0.009955589,0.010621666
t_1199,46.62422,37.24359,0.015939765,0.012825426,0.014142787,0.015728347
t_12,48.24119,39.21917,0.011239363,0.0066463575,0.008426867,0.010387321
t_120,48.15136,39.01008,0.012956078,0.008819851,0.010584669,0.012623568
t_1200,46.17506,37.24359,0.0099712955,0.0056478092,0.007866721,0.008430336
t_1201,46.08523,37.24359,0.011002084,0.0062968284,0.008034725,0.009872648
t_1202,46.35473,37.24359,0.011822644,0.00766903,0.009814028,0.009824144
t_1203,46.80389,37.24359,0.012656131,0.009649556,0.013269794,0.014690842
t_1204,46.62422,37.31507,0.011936746,0.008430119,0.011432685,0.012354508
t_1205,46.53439,37.31507,0.01150246,0.0077848034,0.010587616,0.011406101
t_1206,46.44456,37.31507,0.011026489,0.007125968,0.009771176,0.010542745
t_1207,46.71405,37.31507,0.012722621,0.009469981,0.012583133,0.013398406
t_1208,46.2649,37.31507,0.0112111615,0.0068758912,0.008951103,0.0090360185
t_1209,46.17506,37.31507,0.015421662,0.0108196745,0.010887866,0.010692841
t_121,47.9717,39.01008,0.012156652,0.007892548,0.009791809,0.012003111
t_1210,46.08523,37.31507,0.015085222,0.010193102,0.010229551,0.009922906
t_1211,46.35473,37.31507,0.010249836,0.0062343692,0.008822833,0.009755359
t_1212,46.80389,37.31507,0.017625028,0.0155119365,0.01671934,0.018367637
t_1213,46.62422,37.38648,0.011366564,0.0078315,0.010958866,0.012213214
t_1214,46.53439,37.38648,0.011264261,0.007527176,0.010359953,0.011283191
t_1215,46.71405,37.38648,0.016852602,0.014167533,0.0152888,0.016708197
t_1216,51.56496,36.74135,0.017788263,0.016784241,0.02017753,0.024991222
t_1217,51.92428,36.74135,0.014539321,0.011610816,0.014198853,0.017653175
t_1218,51.65479,36.74135,0.016854873,0.015278392,0.018425599,0.022849852
t_1219,51.83445,36.74135,0.015241139,0.012708802,0.015459204,0.019207159
t_122,47.9717,39.07984,0.011047451,0.0066889524,0.00873966,0.008866731
t_1220,51.74462,36.74135,0.016009737,0.0139260655,0.01686115,0.020931348
t_1221,51.47513,36.74135,0.018824112,0.018465348,0.022147017,0.027389519
t_1222,49.04967,36.66933,0.070316784,0.08021831,0.108872026,0.13236037
t_1223,48.95984,36.66933,0.07984183,0.10024334,0.11574819,0.1247895
t_1224,48.87001,36.66933,0.07677426,0.09814102,0.111185715,0.14882858
t_1225,48.78018,36.66933,0.07133834,0.09124261,0.10491919,0.11159383
t_1226,48.60052,36.66933,0.07255374,0.10111987,0.10189503,0.12208205
t_1227,48.69035,36.66933,0.05932584,0.07254766,0.09268795,0.10492757
t_1228,48.51068,36.66933,0.067716986,0.096173145,0.09576912,0.11098411
t_1229,49.13951,36.66933,0.09167102,0.112792864,0.13001145,0.14070791
t_123,47.79203,39.07984,0.00934576,0.005141729,0.007471379,0.008380099
t_1230,48.42085,36.66933,0.06285343,0.09088664,0.08972733,0.100075886
t_1231,48.51068,36.74135,0.063784786,0.08279464,0.09501513,0.12516439
t_1232,49.04967,36.74135,0.10862984,0.13007933,0.14957894,0.16127189
t_1233,48.60052,36.74135,0.07190252,0.09240368,0.105228186,0.14041285
t_1234,48.95984,36.74135,0.08212858,0.08877288,0.12269306,0.15100577
t_1235,48.69035,36.74135,0.078867786,0.099284366,0.11446864,0.12319479
t_1236,49.13951,36.74135,0.1275391,0.15559115,0.16615342,0.21805823
t_1237,48.87001,36.74135,0.09260405,0.113870986,0.13109429,0.14176667
t_1238,48.42085,36.74135,0.06870559,0.09881049,0.09680066,0.11093313
t_1239,48.78018,36.74135,0.08660039,0.107871234,0.12376292,0.13337684
t_124,47.7022,39.07984,0.009617801,0.005285462,0.007474824,0.008123807
t_1240,48.60052,36.8133,0.08634135,0.11043062,0.12159762,0.1612239
t_1241,48.78018,36.8133,0.08948561,0.09483735,0.13183446,0.16191253
t_1242,48.69035,36.8133,0.09513011,0.11614641,0.13419719,0.1454671
t_1243,49.13951,36.8133,0.16586608,0.18385014,0.20939587,0.27528438
t_1244,49.04967,36.8133,0.16475935,0.20577854,0.19942486,0.2545274
t_1245,48.87001,36.8133,0.11845534,0.13841781,0.16138515,0.17423026
t_1246,48.42085,36.8133,0.06527448,0.08662175,0.095539294,0.12192896
t_1247,48.95984,36.8133,0.13972552,0.16587164,0.17969874,0.23620494
t_1248,48.51068,36.8133,0.07541809,0.09891657,0.10797369,0.14028282
t_1249,48.69035,36.88518,0.11689214,0.13744356,0.15914464,0.17155783
t_125,46.80389,38.44946,0.010039809,0.005769244,0.008033639,0.008647663
t_1250,48.51068,36.88518,0.08061557,0.10252461,0.11566751,0.15515254
t_1251,48.87001,36.88518,0.17806265,0.20409921,0.21602961,0.27810913
t_1252,48.95984,36.88518,0.19735886,0.2176135,0.23555951,0.30180442
t_1253,48.42085,36.88518,0.07242337,0.096419334,0.103673875,0.13214703
t_1254,49.13951,36.88518,0.24344732,0.24007438,0.28575933,0.28489354
t_1255,48.78018,36.88518,0.14183922,0.15946354,0.18691212,0.19923165
t_1256,49.04967,36.88518,0.21149336,0.21679774,0.2561414,0.26047772
t_1257,48.60052,36.88518,0.09625854,0.11822866,0.13486072,0.18331985
t_1258,48.69035,36.957,0.13974242,0.15628926,0.18524918,0.19855335
t_1259,48.51068,36.957,0.08725602,0.1092212,0.12393131,0.1676623
t_126,46.17506,38.51977,0.008642807,0.0037600535,0.005334565,0.005506591
t_1260,48.78018,36.957,0.20034511,0.21530807,0.24090518,0.30942738
t_1261,48.42085,36.957,0.07088791,0.0905492,0.104304746,0.11112534
t_1262,48.87001,36.957,0.26742575,0.28211012,0.2926206,0.3639767
t_1263,48.95984,36.957,0.25498763,0.22587995,0.31311435,0.31623068
t_1264,49.04967,36.957,0.2931482,0.24402902,0.34274772,0.34682697
t_1265,48.60052,36.957,0.10728027,0.1276239,0.14851876,0.16121332
t_1266,49.13951,36.957,0.39113614,0.34340093,0.41042772,0.37852985
t_1267,48.69035,37.02875,0.16365945,0.17995344,0.20805813,0.27503002
t_1268,48.42085,37.02875,0.07729164,0.10052958,0.11051276,0.14490844
t_1269,48.78018,37.02875,0.26459944,0.27855504,0.29003453,0.36105156
t_127,46.35473,38.51977,0.007843123,0.0034663966,0.005376331,0.00618812
t_1270,49.13951,37.02875,0.43820852,0.37210438,0.44159243,0.41559526
t_1271,49.04967,37.02875,0.44756505,0.38611928,0.4457558,0.42350206
t_1272,48.60052,37.02875,0.110434726,0.12646684,0.15462662,0.17135249
t_1273,48.87001,37.02875,0.40631402,0.37802467,0.40404963,0.47119975
t_1274,48.95984,37.02875,0.416071,0.3472342,0.42840433,0.41067174
t_1275,48.51068,37.02875,0.08946341,0.10989306,0.12754594,0.13868126
t_1276,48.95984,37.10043,0.38394874,0.31359696,0.40292895,0.3896345
t_1277,48.51068,37.10043,0.09022052,0.11114145,0.1281471,0.13882507
t_1278,49.13951,37.10043,0.26976004,0.22331567,0.31271875,0.32555458
t_1279,48.42085,37.10043,0.07308569,0.09277645,0.107193455,0.114895426
t_128,46.08523,38.51977,0.008458218,0.0035339294,0.0050457274,0.0051934533
t_1280,48.69035,37.10043,0.16284575,0.17817435,0.20783149,0.21823727
t_1281,48.78018,37.10043,0.22603066,0.21189666,0.2810931,0.28679556
t_1282,49.04967,37.10043,0.3234666,0.2617681,0.35614312,0.35742342
t_1283,48.60052,37.10043,0.11784478,0.13891713,0.15962398,0.17156766
t_1284,48.87001,37.10043,0.34908727,0.28241408,0.38145792,0.37522423
t_1285,49.13951,37.17204,0.19092089,0.1941056,0.2358361,0.24584939
t_1286,48.51068,37.17204,0.08603389,0.10678423,0.12314636,0.13321596
t_1287,48.95984,37.17204,0.24799089,0.23068999,0.29306898,0.29407716
t_1288,48.42085,37.17204,0.070428506,0.089560315,0.10399262,0.1114281
t_1289,48.87001,37.17204,0.21750179,0.18737964,0.26748398,0.2907727
t_129,46.2649,38.51977,0.008596186,0.0038456018,0.0055295723,0.0058379113
t_1290,48.69035,37.17204,0.14392525,0.1619086,0.18773846,0.19944932
t_1291,48.78018,37.17204,0.16357829,0.15294416,0.2171349,0.2466388
t_1292,49.76833,36.59724,0.121647134,0.14334053,0.16377766,0.22103067
t_1293,49.22934,36.59724,0.079066165,0.09923184,0.11488369,0.12401431
t_1294,49.58866,36.59724,0.11406259,0.14094964,0.15242678,0.20146729
t_1295,49.67849,36.59724,0.11572877,0.13609771,0.15819845,0.17080784
t_1296,49.31917,36.59724,0.08416793,0.10445227,0.121292375,0.13160211
t_1297,49.85816,36.59724,0.11624191,0.13870348,0.15747577,0.21247584
t_1298,49.49883,36.59724,0.10356025,0.12890032,0.14150017,0.18841858
t_1299,49.409,36.66933,0.13129951,0.16395421,0.16798909,0.21677467
t_13,47.7022,39.21917,0.008401462,0.004106551,0.0062155696,0.0071252817
t_130,46.44456,38.51977,0.008750087,0.004180907,0.006059408,0.006557999
t_1300,49.76833,36.66933,0.17145948,0.18753448,0.21591072,0.28337315
t_1301,49.67849,36.66933,0.15899599,0.17445867,0.2049076,0.21583349
t_1302,49.22934,36.66933,0.09930831,0.120855436,0.13882604,0.14994909
t_1303,49.58866,36.66933,0.14491978,0.1647524,0.18863826,0.2515068
t_1304,49.85816,36.66933,0.1533241,0.16920996,0.19930361,0.21093822
t_1305,49.31917,36.66933,0.11060542,0.13423394,0.15045139,0.20226899
t_1306,49.49883,36.66933,0.13665171,0.1623929,0.17682509,0.23307787
t_1307,49.85816,36.74135,0.21956012,0.22216924,0.26460844,0.26775953
t_1308,49.76833,36.74135,0.22136874,0.19395459,0.27985427,0.29900903
t_1309,49.49883,36.74135,0.15074646,0.14746012,0.20753746,0.23537727
t_131,46.71405,38.51977,0.011659199,0.0068415278,0.008352173,0.009836732
t_1310,49.67849,36.74135,0.19969872,0.17749943,0.25716805,0.28166783
t_1311,49.31917,36.74135,0.15827514,0.21289709,0.19529082,0.2554162
t_1312,49.409,36.74135,0.17918509,0.2128464,0.2139232,0.27341443
