calc_id,description,cal_time,recording_stations,gmlt,rupture,gmpe,max_distance,imt,max_gmv,nominal_bias_mean,nominal_bias_stdev,abs_bias
1607,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:50km",25,Seismic,USGS,GCMT,CampbellBozorgnia2014,50km,PGA,0.5268424,0.139,0.242,0.139
1592,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:50km",31,Seismic,GEM,GCMT,CampbellBozorgnia2014,50km,PGA,0.5268424,0.139,0.242,0.139
1605,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Zarei_et_al_2019, Max_dist:150km",25,Seismic,GEM,Zarei_et_al_2019,AkkarEtAlRjb2014,150km,PGA,0.4613811,-0.144,0.147,0.144
1610,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:50km",28,Seismic,USGS,USGS,BooreEtAl2014,50km,PGA,0.4988058,-0.148,0.276,0.148
1595,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:50km",26,Seismic,GEM,USGS,BooreEtAl2014,50km,PGA,0.4988058,-0.148,0.276,0.148
1592,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:50km",31,Seismic,GEM,GCMT,BooreEtAl2014,50km,PGA,0.6712491,0.16,0.284,0.16
1607,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:50km",25,Seismic,USGS,GCMT,BooreEtAl2014,50km,PGA,0.6712491,0.16,0.284,0.16
1614,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Sudhaus_And_Jonsson_et_al_2010, Max_dist:150km",27,Seismic,USGS,Sudhaus_And_Jonsson_et_al_2010,ChiouYoungs2014,150km,PGA,0.5603554,-0.182,0.126,0.182
1616,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1999, Max_dist:50km",27,Seismic,USGS,Berberian_et_al_1999,BooreEtAl2014,50km,PGA,0.4612722,-0.204,0.276,0.204
1601,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1999, Max_dist:50km",25,Seismic,GEM,Berberian_et_al_1999,BooreEtAl2014,50km,PGA,0.4612722,-0.204,0.276,0.204
1592,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:50km",31,Seismic,GEM,GCMT,AkkarEtAlRjb2014,50km,PGA,0.6474765,0.204,0.305,0.204
1619,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Zarei_et_al_2019, Max_dist:50km",26,Seismic,USGS,Zarei_et_al_2019,BooreEtAl2014,50km,PGA,0.43453217,-0.231,0.276,0.231
1604,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Zarei_et_al_2019, Max_dist:50km",25,Seismic,GEM,Zarei_et_al_2019,BooreEtAl2014,50km,PGA,0.43453217,-0.231,0.276,0.231
1611,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",27,Seismic,USGS,USGS,AbrahamsonEtAl2014,150km,PGA,0.439295,-0.232,0.128,0.232
1596,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:150km",25,Seismic,GEM,USGS,CampbellBozorgnia2014,150km,PGA,0.44591454,-0.238,0.118,0.238
1611,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",27,Seismic,USGS,USGS,CampbellBozorgnia2014,150km,PGA,0.44591454,-0.238,0.118,0.238
1599,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Sudhaus_And_Jonsson_et_al_2010, Max_dist:150km",26,Seismic,GEM,Sudhaus_And_Jonsson_et_al_2010,ZhaoEtAl2006Asc,150km,PGA,0.61144704,-0.273,0.154,0.273
1608,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km",24,Seismic,USGS,GCMT,CampbellBozorgnia2014,150km,PGA,0.34609637,-0.283,0.124,0.283
1593,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:150km",25,Seismic,GEM,GCMT,CampbellBozorgnia2014,150km,PGA,0.34609637,-0.283,0.124,0.283
1593,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:150km",25,Seismic,GEM,GCMT,ZhaoEtAl2006Asc,150km,PGA,0.3807944,-0.294,0.15,0.294
1611,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",27,Seismic,USGS,USGS,ChiouYoungs2014,150km,PGA,0.49893826,-0.299,0.117,0.299
1602,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1999, Max_dist:150km",25,Seismic,GEM,Berberian_et_al_1999,CampbellBozorgnia2014,150km,PGA,0.34836042,-0.341,0.115,0.341
1617,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1999, Max_dist:150km",27,Seismic,USGS,Berberian_et_al_1999,CampbellBozorgnia2014,150km,PGA,0.34836042,-0.341,0.115,0.341
1605,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Zarei_et_al_2019, Max_dist:150km",25,Seismic,GEM,Zarei_et_al_2019,CampbellBozorgnia2014,150km,PGA,0.3538685,-0.349,0.115,0.349
1620,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Zarei_et_al_2019, Max_dist:150km",25,Seismic,USGS,Zarei_et_al_2019,CampbellBozorgnia2014,150km,PGA,0.3538685,-0.349,0.115,0.349
1608,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km",24,Seismic,USGS,GCMT,ChiouYoungs2014,150km,PGA,0.3671405,-0.378,0.122,0.378
1599,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Sudhaus_And_Jonsson_et_al_2010, Max_dist:150km",26,Seismic,GEM,Sudhaus_And_Jonsson_et_al_2010,BooreEtAl2014,150km,PGA,0.38257575,-0.383,0.132,0.383
1614,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Sudhaus_And_Jonsson_et_al_2010, Max_dist:150km",27,Seismic,USGS,Sudhaus_And_Jonsson_et_al_2010,BooreEtAl2014,150km,PGA,0.38257575,-0.383,0.132,0.383
1596,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:150km",25,Seismic,GEM,USGS,ZhaoEtAl2006Asc,150km,PGA,0.5333989,-0.406,0.143,0.406
1602,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1999, Max_dist:150km",25,Seismic,GEM,Berberian_et_al_1999,ZhaoEtAl2006Asc,150km,PGA,0.38850316,-0.409,0.14,0.409
1608,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km",24,Seismic,USGS,GCMT,BooreEtAl2014,150km,PGA,0.37956983,-0.412,0.129,0.412
1593,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:150km",25,Seismic,GEM,GCMT,BooreEtAl2014,150km,PGA,0.37956983,-0.412,0.129,0.412
1605,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Zarei_et_al_2019, Max_dist:150km",25,Seismic,GEM,Zarei_et_al_2019,ZhaoEtAl2006Asc,150km,PGA,0.37416038,-0.417,0.14,0.417
1617,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1999, Max_dist:150km",27,Seismic,USGS,Berberian_et_al_1999,ChiouYoungs2014,150km,PGA,0.3829415,-0.431,0.114,0.431
1608,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:GCMT, Max_dist:150km",24,Seismic,USGS,GCMT,AbrahamsonEtAl2014,150km,PGA,0.3465445,-0.439,0.134,0.439
1620,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Zarei_et_al_2019, Max_dist:150km",25,Seismic,USGS,Zarei_et_al_2019,ChiouYoungs2014,150km,PGA,0.36694476,-0.439,0.114,0.439
1617,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1999, Max_dist:150km",27,Seismic,USGS,Berberian_et_al_1999,AbrahamsonEtAl2014,150km,PGA,0.36057258,-0.465,0.124,0.465
1620,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Zarei_et_al_2019, Max_dist:150km",25,Seismic,USGS,Zarei_et_al_2019,AbrahamsonEtAl2014,150km,PGA,0.34683993,-0.472,0.124,0.472
1611,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS, Max_dist:150km",27,Seismic,USGS,USGS,BooreEtAl2014,150km,PGA,0.35268474,-0.499,0.122,0.499
1596,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:150km",25,Seismic,GEM,USGS,BooreEtAl2014,150km,PGA,0.35268474,-0.499,0.122,0.499
1617,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Berberian_et_al_1999, Max_dist:150km",27,Seismic,USGS,Berberian_et_al_1999,BooreEtAl2014,150km,PGA,0.34072632,-0.536,0.118,0.536
1602,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Berberian_et_al_1999, Max_dist:150km",25,Seismic,GEM,Berberian_et_al_1999,BooreEtAl2014,150km,PGA,0.34072632,-0.536,0.118,0.536
1605,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Zarei_et_al_2019, Max_dist:150km",25,Seismic,GEM,Zarei_et_al_2019,BooreEtAl2014,150km,PGA,0.32198128,-0.544,0.118,0.544
1620,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:USGS, Rupture:Zarei_et_al_2019, Max_dist:150km",25,Seismic,USGS,Zarei_et_al_2019,BooreEtAl2014,150km,PGA,0.32198128,-0.544,0.118,0.544
1581,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",7,None,GEM,GCMT,AkkarEtAlRjb2014,,PGA,0.51414865,,,
1581,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",7,None,GEM,GCMT,BooreEtAl2014,,PGA,0.560619,,,
1581,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",7,None,GEM,GCMT,CampbellBozorgnia2014,,PGA,0.4519879,,,
1581,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:GCMT",7,None,GEM,GCMT,ZhaoEtAl2006Asc,,PGA,0.5102201,,,
1582,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:USGS",5,None,GEM,USGS,AkkarEtAlRjb2014,,PGA,0.5316249,,,
1582,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:USGS",5,None,GEM,USGS,BooreEtAl2014,,PGA,0.5774027,,,
1582,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:USGS",5,None,GEM,USGS,CampbellBozorgnia2014,,PGA,0.5655686,,,
1582,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:USGS",5,None,GEM,USGS,ZhaoEtAl2006Asc,,PGA,0.775088,,,
1583,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Sudhaus_And_Jonsson_et_al_2010",6,None,GEM,Sudhaus_And_Jonsson_et_al_2010,AkkarEtAlRjb2014,,PGA,0.5341849,,,
1583,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Sudhaus_And_Jonsson_et_al_2010",6,None,GEM,Sudhaus_And_Jonsson_et_al_2010,BooreEtAl2014,,PGA,0.5368593,,,
1583,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Sudhaus_And_Jonsson_et_al_2010",6,None,GEM,Sudhaus_And_Jonsson_et_al_2010,CampbellBozorgnia2014,,PGA,0.52628,,,
1583,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Sudhaus_And_Jonsson_et_al_2010",6,None,GEM,Sudhaus_And_Jonsson_et_al_2010,ZhaoEtAl2006Asc,,PGA,0.792184,,,
1584,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1999",6,None,GEM,Berberian_et_al_1999,AkkarEtAlRjb2014,,PGA,0.51793087,,,
1584,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1999",6,None,GEM,Berberian_et_al_1999,BooreEtAl2014,,PGA,0.5602747,,,
1584,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1999",6,None,GEM,Berberian_et_al_1999,CampbellBozorgnia2014,,PGA,0.48985294,,,
1584,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Berberian_et_al_1999",6,None,GEM,Berberian_et_al_1999,ZhaoEtAl2006Asc,,PGA,0.5721245,,,
1585,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Zarei_et_al_2019",6,None,GEM,Zarei_et_al_2019,AkkarEtAlRjb2014,,PGA,0.53136635,,,
1585,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Zarei_et_al_2019",6,None,GEM,Zarei_et_al_2019,BooreEtAl2014,,PGA,0.5436048,,,
1585,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Zarei_et_al_2019",6,None,GEM,Zarei_et_al_2019,CampbellBozorgnia2014,,PGA,0.4939274,,,
1585,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:GEM, Rupture:Zarei_et_al_2019",6,None,GEM,Zarei_et_al_2019,ZhaoEtAl2006Asc,,PGA,0.56714803,,,
1586,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",6,None,USGS,GCMT,AbrahamsonEtAl2014,,PGA,0.49489486,,,
1586,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",6,None,USGS,GCMT,BooreEtAl2014,,PGA,0.560619,,,
1586,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",6,None,USGS,GCMT,CampbellBozorgnia2014,,PGA,0.4519879,,,
1586,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:GCMT",6,None,USGS,GCMT,ChiouYoungs2014,,PGA,0.51584107,,,
1587,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:USGS",7,None,USGS,USGS,AbrahamsonEtAl2014,,PGA,0.5337264,,,
1587,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:USGS",7,None,USGS,USGS,BooreEtAl2014,,PGA,0.5774027,,,
1587,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:USGS",7,None,USGS,USGS,CampbellBozorgnia2014,,PGA,0.5655686,,,
1587,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:USGS",7,None,USGS,USGS,ChiouYoungs2014,,PGA,0.6557721,,,
1588,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Sudhaus_And_Jonsson_et_al_2010",6,None,USGS,Sudhaus_And_Jonsson_et_al_2010,AbrahamsonEtAl2014,,PGA,0.5580102,,,
1588,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Sudhaus_And_Jonsson_et_al_2010",6,None,USGS,Sudhaus_And_Jonsson_et_al_2010,BooreEtAl2014,,PGA,0.5368593,,,
1588,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Sudhaus_And_Jonsson_et_al_2010",6,None,USGS,Sudhaus_And_Jonsson_et_al_2010,CampbellBozorgnia2014,,PGA,0.52628,,,
1588,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Sudhaus_And_Jonsson_et_al_2010",6,None,USGS,Sudhaus_And_Jonsson_et_al_2010,ChiouYoungs2014,,PGA,0.641439,,,
1589,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Berberian_et_al_1999",6,None,USGS,Berberian_et_al_1999,AbrahamsonEtAl2014,,PGA,0.5120814,,,
1589,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Berberian_et_al_1999",6,None,USGS,Berberian_et_al_1999,BooreEtAl2014,,PGA,0.5602747,,,
1589,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Berberian_et_al_1999",6,None,USGS,Berberian_et_al_1999,CampbellBozorgnia2014,,PGA,0.48985294,,,
1589,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Berberian_et_al_1999",6,None,USGS,Berberian_et_al_1999,ChiouYoungs2014,,PGA,0.54223675,,,
1590,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Zarei_et_al_2019",5,None,USGS,Zarei_et_al_2019,AbrahamsonEtAl2014,,PGA,0.5272297,,,
1590,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Zarei_et_al_2019",5,None,USGS,Zarei_et_al_2019,BooreEtAl2014,,PGA,0.5436048,,,
1590,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Zarei_et_al_2019",5,None,USGS,Zarei_et_al_2019,CampbellBozorgnia2014,,PGA,0.4939274,,,
1590,"19970510_M7.2_Qayen median gmf, Stations:None, gmlt:USGS, Rupture:Zarei_et_al_2019",5,None,USGS,Zarei_et_al_2019,ChiouYoungs2014,,PGA,0.53257227,,,
1591,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:25km",5,Seismic,GEM,GCMT,AkkarEtAlRjb2014,,PGA,0.52720433,,,
1591,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:25km",5,Seismic,GEM,GCMT,BooreEtAl2014,,PGA,0.57162637,,,
1591,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:25km",5,Seismic,GEM,GCMT,CampbellBozorgnia2014,,PGA,0.4519879,,,
1591,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:GCMT, Max_dist:25km",5,Seismic,GEM,GCMT,ZhaoEtAl2006Asc,,PGA,0.5102201,,,
1594,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:25km",5,Seismic,GEM,USGS,AkkarEtAlRjb2014,,PGA,0.5351853,,,
1594,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:25km",5,Seismic,GEM,USGS,BooreEtAl2014,,PGA,0.5774027,,,
1594,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:25km",5,Seismic,GEM,USGS,CampbellBozorgnia2014,,PGA,0.5655686,,,
1594,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS, Max_dist:25km",5,Seismic,GEM,USGS,ZhaoEtAl2006Asc,,PGA,0.7991139,,,
1597,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Sudhaus_And_Jonsson_et_al_2010, Max_dist:25km",5,Seismic,GEM,Sudhaus_And_Jonsson_et_al_2010,AkkarEtAlRjb2014,,PGA,0.5386565,,,
1597,"19970510_M7.2_Qayen median gmf, Stations:Seismic, gmlt:GEM, Rupture:Sudhaus_And_Jonsson_et_al_2010, Max_dist:25km",5,Seismic,GEM,Sudhaus_And_Jonsson_et_al_2010,BooreEtAl2014,,PGA,0.5600543,,,
